Rank,Issn,,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
579,0962-8452,,5.292,5.808,2.324,,,
581,0893-7648,,5.286,5.843,1.716,,,
581,1750-1326,,5.286,5.053,1.591,,,
581,1522-8517,,5.286,5.735,1.841,,,
584,0883-0185,,5.280,4.225,1.476,,,
585,1940-6207,,5.269,5.511,1.813,,,
586,0143-3334,,5.266,5.815,1.720,,,
587,1461-1457,,5.264,5.061,1.377,,,
588,0306-2619,,5.261,5.597,1.127,,,
589,1555-9041,,5.250,5.752,1.926,,,
590,2161-1653,,5.242,5.245,1.473,,,
591,0022-006X,,5.228,7.128,2.663,,,
592,0035-8711,,5.226,4.790,1.808,,,
593,0022-2828,,5.218,5.133,1.725,,,
594,1619-7070,,5.217,4.728,1.371,,,
595,1750-1911,,5.215,5.164,1.875,,,
596,0378-7753,,5.211,5.257,1.046,,,
597,0007-1323,,5.210,5.319,1.836,,,
598,0969-9961,,5.202,5.560,1.743,,,
599,1198-743X,,5.197,4.724,1.557,,,
600,0013-726X,,5.196,5.040,1.560,,,
601,2041-4889,,5.177,5.360,1.806,,,
602,0964-4563,,5.150,4.532,1.652,,,
602,0964-4563,,5.150,4.532,1.652,,,
604,1942-2466,,5.149,4.872,2.366,,,
605,0393-2990,,5.147,4.245,1.522,,,
606,1093-7404,,5.146,5.422,1.581,,,
607,0160-6689,,5.139,5.847,1.745,,,
607,0160-6689,,5.139,5.847,1.745,,,
609,0035-9009,,5.131,4.059,2.224,,,
610,0272-8087,,5.123,7.102,2.412,,,
611,1059-7794,,5.122,5.447,2.136,,,
612,1366-5278,,5.116,5.404,2.070,,,
613,0042-9686,,5.112,6.372,2.665,,,
613,1097-6647,,5.112,4.535,1.382,,,
613,0169-3298,,5.112,5.240,2.860,,,
616,1559-2294,,5.108,5.121,1.903,,,
617,0079-6123,,5.103,4.197,1.581,,,
618,0925-4439,,5.089,4.936,1.582,,,
619,0340-5761,,5.078,4.410,0.954,,,
619,2045-2322,,5.078,5.078,2.174,,,
621,1040-8711,,5.073,4.119,1.379,,,
622,0883-7694,,5.069,5.164,2.135,,,
623,0161-8105,,5.062,6.229,1.987,,,
624,1932-4529,,5.061,5.422,1.932,,,
625,0033-5770,,5.059,7.358,3.084,,,
626,1543-5938,,5.056,8.310,3.425,,,
626,1543-5938,,5.056,8.310,3.425,,,
628,1867-3880,,5.044,5.338,1.386,,,
629,1941-7705,,5.040,5.926,3.044,,,
630,0960-8524,,5.039,5.600,1.018,,,
631,0270-7306,,5.036,5.614,2.686,,,
632,1466-609X,,5.035,5.411,1.652,,,
633,0951-7375,,5.034,4.813,1.635,,,
634,1755-263X,,5.032,5.420,2.157,,,
635,0927-0248,,5.030,5.471,1.307,,,
636,0950-382X,,5.026,5.051,2.125,,,
637,0065-2113,,5.021,6.177,2.093,,,
638,0304-3835,,5.016,4.879,1.298,,,
639,0020-7136,,5.007,5.497,1.728,,,
640,1538-4101,,5.006,4.746,1.701,,,
641,0190-9622,,5.004,4.731,1.377,,,
642,1535-3893,,5.001,4.894,1.416,,,
643,0065-2881,,5.000,4.679,1.778,,,
643,0012-9658,,5.000,6.421,2.515,,,
643,1083-3021,,5.000,6.163,2.034,,,
643,0034-6543,,5.000,6.261,3.429,,,
647,0007-1188,,4.990,4.994,1.371,,,
648,1079-5006,,4.984,5.023,1.521,,,
648,1079-5006,,4.984,5.023,1.521,,,
650,0032-0781,,4.978,4.972,1.505,,,
651,0002-9262,,4.975,6.067,2.505,,,
651,1340-2838,,4.975,5.000,1.459,,,
653,0001-4273,,4.974,8.443,5.244,,,
653,0021-843X,,4.974,6.342,2.241,,,
655,0305-1846,,4.970,4.106,1.344,,,
656,0305-0270,,4.969,4.965,1.673,,,
657,0007-1048,,4.959,4.875,1.779,,,
658,1756-994X,,4.942,3.950,1.561,,,
658,1550-7289,,4.942,4.580,1.426,,,
660,0029-6651,,4.937,4.530,1.327,,,
661,0028-3835,,4.934,3.583,0.991,,,
662,1756-8722,,4.933,4.357,1.123,,,
663,0265-9247,,4.927,4.779,1.997,,,
664,0144-235X,,4.920,5.568,2.186,,,
665,1547-5271,,4.918,4.508,1.725,,,
666,0079-6816,,4.913,8.288,3.658,,,
667,1613-4125,,4.909,5.100,1.232,,,
668,0376-7388,,4.908,5.094,1.101,,,
669,1521-690X,,4.907,4.860,1.303,,,
669,1351-0088,,4.907,5.237,1.646,,,
671,1566-5232,,4.906,4.087,1.133,,,
672,0894-8755,,4.904,5.589,2.431,,,
673,1742-2094,,4.902,5.473,1.438,,,
674,0008-543X,,4.901,5.445,1.988,,,
674,1472-8222,,4.901,4.097,1.269,,,
676,0016-5107,,4.900,4.955,1.470,,,
677,0965-2140,,4.894,5.467,1.846,,,
677,0965-2140,,4.894,5.467,1.846,,,
679,2161-8313,,4.891,5.106,1.687,,,
679,0954-5794,,4.891,6.439,2.337,,,
681,1398-5647,,4.888,5.429,1.585,,,
682,1473-2262,,4.887,5.991,1.518,,,
683,1945-4589,,4.886,4.606,1.431,,,
683,1060-1538,,4.886,5.847,2.828,,,
685,2192-2640,,4.880,4.880,1.106,,,
686,0025-7974,,4.867,5.221,1.707,,,
687,1943-2631,,4.866,4.498,2.040,,,
688,1550-7998,,4.864,4.046,1.132,,,
688,0956-7976,,4.864,6.501,3.222,,,
690,1352-4585,,4.863,4.276,1.117,,,
691,0269-8463,,4.857,5.371,1.921,,,
691,0167-8140,,4.857,4.670,1.396,,,
693,0197-4580,,4.853,5.127,1.559,,,
694,0046-1520,,4.844,4.161,2.102,,,
695,1932-7447,,4.835,5.241,1.247,,,
696,0005-2728,,4.829,4.764,1.627,,,
696,1553-7358,,4.829,5.670,2.631,,,
698,1436-3291,,4.828,3.927,1.114,,,
699,0963-7214,,4.824,5.885,2.827,,,
699,1076-1551,,4.824,4.967,1.610,,,
701,1043-1802,,4.821,4.862,1.246,,,
702,0959-8049,,4.819,5.617,1.888,,,
702,0028-3908,,4.819,4.717,1.439,,,
704,0091-6331,,4.818,5.504,1.764,,,
705,0007-0920,,4.817,5.157,1.699,,,
706,1462-5814,,4.816,5.044,1.874,,,
707,0020-1669,,4.794,4.661,0.948,,,
708,0036-1445,,4.791,9.833,7.205,,,
709,1543-8384,,4.787,5.603,1.473,,,
710,1525-8610,,4.781,4.068,0.782,,,
711,0264-6021,,4.779,4.950,1.891,,,
712,0899-1987,,4.770,3.948,1.135,,,
713,0034-4257,,4.769,6.065,1.680,,,
714,1742-4690,,4.767,4.385,1.360,,,
715,1533-3159,,4.766,4.303,1.046,,,
716,2044-4753,,4.760,4.764,1.081,,,
717,0021-8901,,4.754,5.864,2.102,,,
718,1096-4037,,4.750,5.205,1.864,,,
719,0946-2716,,4.739,4.626,1.549,,,
720,0785-3890,,4.733,4.410,1.471,,,
721,0022-2275,,4.730,5.418,1.772,,,
722,1080-0549,,4.728,3.891,1.095,,,
723,0021-8790,,4.726,5.435,2.110,,,
723,1942-0862,,4.726,4.647,1.463,,,
725,0012-821X,,4.724,5.038,2.445,,,
726,1398-9219,,4.714,4.774,2.166,,,
727,0363-5465,,4.699,5.009,1.492,,,
728,0079-6727,,4.688,7.027,2.456,,,
729,0898-929X,,4.687,5.705,2.210,,,
729,0898-929X,,4.687,5.705,2.210,,,
731,1478-811X,,4.672,Not Available,Not Available,,,
732,1438-8871,,4.669,5.724,1.365,,,
733,1069-2509,,4.667,2.908,0.638,,,
734,1063-4584,,4.663,4.606,1.399,,,
735,0014-3820,,4.659,5.469,2.192,,,
735,1560-7917,,4.659,Not Available,Not Available,,,
735,1940-3372,,4.659,4.489,1.290,,,
738,0924-2244,,4.651,5.585,1.411,,,
739,0006-2952,,4.650,4.772,1.317,,,
740,0022-538X,,4.648,4.855,1.542,,,
741,0172-4614,,4.645,3.202,0.654,,,
742,0013-7227,,4.644,4.866,1.541,,,
743,0091-7613,,4.638,4.925,2.223,,,
743,0022-3263,,4.638,4.176,1.009,,,
745,1757-6512,,4.634,5.487,1.277,,,
746,0165-0009,,4.622,4.732,1.937,,,
746,1355-8382,,4.622,5.146,2.459,,,
748,1367-4803,,4.621,6.968,3.139,,,
749,1537-1891,,4.620,3.134,0.777,,,
750,0930-7575,,4.619,5.266,2.378,,,
751,0014-4886,,4.617,4.478,1.308,,,
751,1545-9683,,4.617,5.159,1.342,,,
753,1022-1336,,4.608,4.486,1.064,,,
754,0340-1022,,4.607,5.288,1.733,,,
755,0002-9440,,4.602,5.205,1.795,,,
756,0021-9258,,4.600,4.863,1.840,,,
757,0147-5185,,4.592,5.053,1.613,,,
757,0955-2863,,4.592,4.686,1.110,,,
759,0268-1161,,4.585,4.619,1.367,,,
760,0013-9580,,4.584,4.383,1.238,,,
761,0277-3791,,4.571,5.463,2.035,,,
762,1544-1709,,4.570,5.250,2.267,,,
762,0022-1295,,4.570,4.142,1.758,,,
764,1752-4571,,4.569,5.453,2.119,,,
765,1863-2653,,4.567,7.451,2.952,,,
766,1528-7483,,4.558,4.727,0.880,,,
767,1662-811X,,4.557,4.791,1.706,,,
768,0065-2601,,4.556,7.854,4.642,,,
768,2046-2441,,4.556,4.556,2.702,,,
770,0002-8703,,4.555,4.696,1.870,,,
771,1059-1524,,4.548,5.154,2.485,,,
772,0022-3751,,4.544,5.021,1.827,,,
773,1758-2946,,4.540,4.797,1.262,,,
773,1083-7159,,4.540,4.957,1.699,,,
773,0031-5826,,4.540,5.845,3.460,,,
776,1364-8152,,4.538,4.275,1.105,,,
776,0887-7963,,4.538,3.800,1.426,,,
778,1939-3792,,4.532,5.337,1.652,,,
778,1939-3792,,4.532,5.337,1.652,,,
778,1759-6653,,4.532,4.780,2.008,,,
781,0886-6236,,4.528,6.304,2.846,,,
782,0340-6717,,4.522,4.287,1.657,,,
782,1937-6448,,4.522,4.749,1.808,,,
782,1759-4812,,4.522,4.910,1.772,,,
785,0014-2980,,4.518,4.438,1.730,,,
786,0003-2670,,4.517,4.711,1.077,,,
787,0018-506X,,4.511,4.398,1.372,,,
788,1934-5925,,4.506,Not Available,Not Available,,,
789,1541-7786,,4.502,4.812,1.641,,,
790,1811-5209,,4.500,4.409,1.998,,,
791,1388-1981,,4.495,5.016,1.640,,,
792,1935-2735,,4.489,4.976,1.499,,,
793,0003-9950,,4.488,4.481,1.603,,,
794,0022-3530,,4.485,5.501,2.387,,,
794,1464-6722,,4.485,4.795,1.424,,,
796,1053-5888,,4.481,7.379,3.870,,,
797,1756-4646,,4.480,4.462,0.677,,,
798,0004-6361,,4.479,4.288,1.722,,,
799,0272-6963,,4.478,7.718,2.066,,,
799,0272-6963,,4.478,7.718,2.066,,,
799,1096-6080,,4.478,4.855,1.260,,,
802,0898-6568,,4.471,4.232,1.493,,,
803,1756-8935,,4.462,4.471,2.282,,,
804,8756-3282,,4.461,4.587,1.402,,,
805,0163-6804,,4.460,4.755,1.936,,,
806,0195-9131,,4.459,5.206,1.634,,,
807,1758-0463,,4.457,4.599,1.845,,,
808,0094-8276,,4.456,4.410,2.224,,,
809,0894-0282,,4.455,4.871,1.439,,,
810,0003-0147,,4.454,5.204,2.248,,,
810,1072-7515,,4.454,4.640,1.764,,,
812,0020-9996,,4.453,4.326,1.296,,,
813,0066-4804,,4.451,4.598,1.369,,,
814,0927-6505,,4.450,4.023,1.347,,,
815,1478-3223,,4.447,4.052,1.232,,,
816,0027-5107,,4.440,3.521,1.136,,,
817,1759-0914,,4.436,4.146,1.398,,,
818,1462-0324,,4.435,4.577,1.450,,,
819,1932-6254,,4.428,4.019,0.956,,,
820,0920-9964,,4.426,5.056,1.331,,,
820,0920-9964,,4.426,5.056,1.331,,,
822,0969-6970,,4.410,5.212,1.683,,,
822,0038-0717,,4.410,4.785,1.292,,,
824,1757-7780,,4.402,4.602,1.914,,,
824,1757-7780,,4.402,4.602,1.914,,,
826,0016-7606,,4.398,4.897,1.949,,,
827,1525-4135,,4.394,4.539,1.636,,,
827,0309-1325,,4.394,5.319,2.307,,,
829,1746-630X,,4.392,3.685,1.344,,,
830,0071-1365,,4.390,3.950,1.514,,,
831,1930-7381,,4.389,4.938,1.632,,,
832,0743-7463,,4.384,4.489,1.111,,,
833,1172-7047,,4.376,4.563,1.245,,,
834,1072-0502,,4.375,5.230,1.987,,,
835,1994-0416,,4.374,4.684,2.143,,,
835,0263-4929,,4.374,4.333,1.403,,,
837,1449-2288,,4.372,4.223,1.123,,,
837,0022-3069,,4.372,4.516,1.495,,,
839,2162-237X,,4.370,4.308,1.188,,,
840,0029-7844,,4.368,4.755,1.731,,,
841,0021-9010,,4.367,6.952,3.541,,,
842,0065-308X,,4.360,4.770,1.658,,,
842,2158-3188,,4.360,4.360,1.256,,,
844,1077-5463,,4.355,3.920,0.479,,,
845,1015-6305,,4.354,4.316,1.461,,,
845,0007-0912,,4.354,4.286,1.278,,,
847,1756-6606,,4.345,4.497,1.572,,,
848,2156-342X,,4.342,4.586,1.975,,,
849,0938-7994,,4.338,3.786,1.166,,,
850,1949-3053,,4.334,5.776,1.604,,,
851,0196-0644,,4.333,4.375,1.605,,,
852,0304-3894,,4.331,5.123,1.079,,,
853,1055-9965,,4.324,4.647,1.626,,,
853,0954-7894,,4.324,4.337,1.268,,,
855,0278-2715,,4.321,4.402,2.331,,,
855,0278-2715,,4.321,4.402,2.331,,,
857,0888-8892,,4.320,5.427,2.030,,,
858,0021-9355,,4.309,4.384,1.585,,,
859,0003-987X,,4.306,4.790,1.572,,,
860,0741-5400,,4.304,4.663,1.654,,,
861,0065-2423,,4.302,3.515,0.948,,,
861,1758-5082,,4.302,4.319,1.064,,,
861,1050-9631,,4.302,5.059,1.939,,,
864,0004-0010,,4.297,4.783,1.875,,,
865,0015-0282,,4.295,3.982,1.069,,,
866,0022-5096,,4.289,4.281,1.875,,,
867,0006-8977,,4.288,3.109,1.091,,,
867,1091-4269,,4.288,4.820,1.515,,,
867,1091-4269,,4.288,4.820,1.515,,,
870,0927-7765,,4.287,4.226,0.827,,,
870,1388-2481,,4.287,4.885,1.086,,,
872,0749-3797,,4.281,5.092,1.821,,,
873,0268-005X,,4.280,4.355,0.934,,,
874,1467-7687,,4.278,5.163,2.248,,,
875,1473-7159,,4.270,3.682,1.087,,,
876,0003-1224,,4.266,6.097,4.217,,,
877,1932-104X,,4.263,6.522,1.640,,,
878,0924-8579,,4.259,4.141,1.211,,,
879,0021-9673,,4.258,4.339,0.870,,,
880,0065-230X,,4.255,6.470,2.408,,,
881,1076-3279,,4.254,4.667,1.119,,,
882,0276-7333,,4.253,3.817,0.802,,,
883,1072-4710,,4.252,4.742,1.821,,,
884,1748-1708,,4.251,3.695,1.019,,,
885,0016-7037,,4.250,4.798,1.879,,,
885,1475-2859,,4.250,4.566,1.163,,,
887,1093-9946,,4.249,3.474,1.111,,,
888,1757-1693,,4.248,5.000,1.540,,,
889,0939-6411,,4.245,4.737,1.039,,,
890,0001-5555,,4.244,3.976,1.260,,,
890,0022-3042,,4.244,4.022,1.234,,,
892,0894-4865,,4.243,3.592,1.232,,,
893,0303-7207,,4.241,4.219,1.304,,,
894,1357-2725,,4.240,4.595,1.514,,,
895,1939-5116,,4.239,5.381,1.090,,,
896,1540-1405,,4.237,Not Available,Not Available,,,
897,0009-3920,,4.235,5.834,2.539,,,
897,1062-4821,,4.235,3.858,1.415,,,
899,0095-1137,,4.232,4.214,1.246,,,
900,0895-3309,,4.230,5.491,5.993,,,
901,0090-0036,,4.229,4.997,1.996,,,
901,0090-0036,,4.229,4.997,1.996,,,
903,1471-4892,,4.227,5.747,1.881,,,
903,0022-3166,,4.227,4.693,1.381,,,
905,1018-4813,,4.225,3.943,1.459,,,
905,0031-5850,,4.225,4.692,1.512,,,
905,1562-2975,,4.225,3.349,0.884,,,
908,0263-6352,,4.222,4.224,1.285,,,
909,1476-0584,,4.217,3.749,1.078,,,
910,1526-5900,,4.216,5.007,1.605,,,
910,0002-8614,,4.216,4.679,1.543,,,
910,0002-8614,,4.216,4.679,1.543,,,
913,1542-0124,,4.212,4.039,1.210,,,
914,1948-7193,,4.210,4.393,1.404,,,
914,0143-4160,,4.210,3.851,1.269,,,
916,0070-2153,,4.208,5.670,2.887,,,
917,0906-7590,,4.207,5.776,2.025,,,
917,1758-2652,,4.207,Not Available,Not Available,,,
919,0818-9641,,4.205,3.636,1.419,,,
920,0905-6947,,4.202,3.680,1.258,,,
920,1547-3287,,4.202,4.570,1.208,,,
922,0888-8809,,4.201,4.715,1.654,,,
923,0167-6806,,4.198,4.274,1.317,,,
923,1463-9076,,4.198,4.023,1.184,,,
925,0969-7128,,4.196,3.670,1.078,,,
926,1178-2013,,4.195,4.530,0.901,,,
927,1359-6640,,4.194,4.193,1.589,,,
928,0893-228X,,4.190,4.122,1.056,,,
929,1932-8451,,4.189,3.820,1.604,,,
930,1672-7681,,4.185,3.225,0.953,,,
931,0922-6028,,4.179,3.658,0.979,,,
932,1662-5129,,4.176,Not Available,Not Available,,,
932,0360-3016,,4.176,4.441,1.312,,,
934,1662-5102,,4.175,4.129,1.402,,,
935,0306-3674,,4.171,4.340,1.288,,,
936,1861-0684,,4.167,3.098,0.847,,,
937,0937-941X,,4.165,4.446,1.293,,,
938,0006-3592,,4.164,4.274,1.140,,,
939,0109-5641,,4.160,4.463,1.022,,,
939,1662-5153,,4.160,4.255,1.625,,,
941,0360-5442,,4.159,4.465,0.891,,,
942,0019-9567,,4.156,4.096,1.327,,,
943,1744-683X,,4.151,4.429,1.286,,,
944,0022-0345,,4.144,4.433,1.382,,,
945,0733-8716,,4.138,4.932,2.403,,,
945,0141-8955,,4.138,3.614,1.156,,,
947,1134-3060,,4.136,6.738,3.826,,,
948,0012-6667,,4.133,3.823,1.082,,,
949,1051-0761,,4.126,5.150,2.001,,,
949,1353-8020,,4.126,3.879,1.132,,,
951,0333-1024,,4.121,3.822,0.911,,,
952,0026-895X,,4.120,4.596,1.535,,,
953,1478-6354,,4.117,4.697,1.584,,,
954,1742-5247,,4.116,4.687,1.122,,,
955,0906-6705,,4.115,3.674,0.923,,,
956,0168-9452,,4.114,3.785,0.982,,,
957,1044-1549,,4.109,4.333,1.407,,,
958,0007-0963,,4.100,4.137,1.186,,,
959,1477-9226,,4.097,3.959,0.819,,,
960,2211-9264,,4.095,4.095,0.892,,,
961,0022-3956,,4.092,4.460,1.284,,,
961,0022-3956,,4.092,4.460,1.284,,,
963,1748-9326,,4.090,4.617,1.940,,,
964,0193-1849,,4.088,5.037,1.667,,,
965,0013-4686,,4.086,4.433,0.912,,,
966,0033-3174,,4.085,5.239,1.704,,,
966,0033-3174,,4.085,5.239,1.704,,,
968,1477-3155,,4.078,Not Available,Not Available,,,
969,0167-4412,,4.072,4.610,1.307,,,
970,1549-9596,,4.068,4.013,0.874,,,
971,1385-8947,,4.058,4.181,0.861,,,
972,1065-6251,,4.053,3.747,1.535,,,
973,0004-6256,,4.052,4.160,2.260,,,
974,0960-0760,,4.049,3.282,0.928,,,
975,1040-8428,,4.046,4.155,1.251,,,
976,0002-9602,,4.045,4.912,3.930,,,
977,1057-9249,,4.044,4.668,1.327,,,
977,1057-9249,,4.044,4.668,1.327,,,
977,1931-5244,,4.044,3.388,0.961,,,
980,0360-0300,,4.043,7.443,3.851,,,
981,1040-0605,,4.041,4.338,1.167,,,
981,1471-2164,,4.041,4.500,1.414,,,
983,2151-464X,,4.039,4.753,1.629,,,
983,0077-8923,,4.039,3.854,1.335,,,
985,0006-3207,,4.036,4.703,1.557,,,
986,1745-6150,,4.035,3.463,1.578,,,
986,1074-7427,,4.035,4.284,1.417,,,
986,1074-7427,,4.035,4.284,1.417,,,
989,1747-4930,,4.029,3.733,1.547,,,
990,1424-862X,,4.026,3.800,1.257,,,
991,0278-5846,,4.025,3.819,0.990,,,
992,1139-6121,,4.023,3.792,1.140,,,
993,0002-9394,,4.021,4.535,1.489,,,
994,0944-1174,,4.020,3.808,1.067,,,
995,1055-7903,,4.018,3.989,1.258,,,
996,0163-4453,,4.017,3.719,1.256,,,
997,0363-6135,,4.012,4.046,1.285,,,
998,0020-2754,,4.011,4.195,1.903,,,
999,1756-8919,,4.000,3.864,1.072,,,
1000,1757-9694,,3.996,4.455,1.438,,,
1001,0278-7407,,3.994,4.291,1.630,,,
1002,1521-6616,,3.992,3.891,1.242,,,
1003,1382-4147,,3.991,3.604,1.202,,,
1003,0022-5223,,3.991,3.937,1.453,,,
1003,1479-5876,,3.991,4.129,1.219,,,
1006,0033-3158,,3.988,4.141,1.189,,,
1007,0894-7317,,3.987,4.410,1.283,,,
1008,1742-464X,,3.986,3.673,1.243,,,
1008,0079-6611,,3.986,4.713,2.091,,,
1010,1756-5901,,3.978,4.010,0.967,,,
1011,1738-8090,,3.977,2.904,0.508,,,
1012,1043-6618,,3.976,4.483,1.198,,,
1013,0002-9378,,3.973,3.778,1.338,,,
1013,1615-9853,,3.973,4.078,1.164,,,
1015,1363-1950,,3.972,4.499,1.348,,,
1016,0021-9150,,3.971,3.991,1.133,,,
1017,2156-6976,,3.968,3.992,1.199,,,
1017,0897-7151,,3.968,4.062,1.155,,,
1019,1573-3882,,3.965,4.630,1.204,,,
1020,0011-9164,,3.960,3.481,0.726,,,
1020,0300-9572,,3.960,3.771,1.015,,,
1022,0022-2836,,3.959,3.795,1.735,,,
1023,1750-1172,,3.958,5.380,1.775,,,
1024,1525-1578,,3.955,3.859,1.333,,,
1025,0278-6133,,3.954,5.224,1.896,,,
1025,0278-6133,,3.954,5.224,1.896,,,
1027,0007-1420,,3.953,4.451,1.424,,,
1028,0099-2240,,3.952,4.486,1.331,,,
1028,0724-8741,,3.952,4.723,1.186,,,
1030,2161-5063,,3.951,3.951,1.527,,,
1030,0013-9351,,3.951,4.033,1.263,,,
1032,0021-8898,,3.950,4.792,1.784,,,
1033,0163-3864,,3.947,3.404,0.779,,,
1034,0550-3213,,3.946,3.266,1.338,,,
1035,1068-9265,,3.943,4.459,1.409,,,
1035,0340-7004,,3.943,3.648,1.094,,,
1035,0093-7754,,3.943,3.712,1.345,,,
1038,1471-2229,,3.942,4.758,1.348,,,
1039,1664-302X,,3.941,3.924,1.312,,,
1040,1359-6454,,3.940,4.293,1.575,,,
1040,0828-282X,,3.940,3.460,1.010,,,
1040,0261-5614,,3.940,4.581,1.225,,,
1043,0899-823X,,3.938,4.423,1.505,,,
1044,1861-4728,,3.935,4.147,1.037,,,
1045,1067-5027,,3.932,4.182,1.238,,,
1045,1067-5027,,3.932,4.182,1.238,,,
1047,1549-1684,,3.931,2.932,0.597,,,
1048,0002-9599,,3.929,5.586,2.065,,,
1048,1874-3919,,3.929,4.120,1.033,,,
1050,0002-8223,,3.922,4.473,1.350,,,
1051,0305-1838,,3.919,3.904,1.296,,,
1052,0883-8305,,3.918,4.177,2.289,,,
1053,0065-2318,,3.917,6.313,1.759,,,
1053,0949-7714,,3.917,3.440,1.441,,,
1055,0144-8617,,3.916,4.330,0.729,,,
1056,1755-8794,,3.914,4.023,1.365,,,
1057,1873-5061,,3.912,4.382,1.380,,,
1058,0003-2654,,3.906,4.097,0.913,,,
1059,1550-7416,,3.905,4.970,1.327,,,
1060,1522-6417,,3.902,3.263,1.093,,,
1060,0269-7491,,3.902,4.306,1.189,,,
1062,0303-4240,,3.900,5.467,1.754,,,
1063,1079-9907,,3.899,3.267,1.114,,,
1064,0168-1923,,3.894,4.214,1.311,,,
1064,0191-2615,,3.894,4.439,1.696,,,
1064,0191-2615,,3.894,4.439,1.696,,,
1067,0020-0255,,3.893,3.969,0.889,,,
1068,1040-8401,,3.889,3.731,1.264,,,
1069,1526-5161,,3.887,3.794,1.435,,,
1069,1526-5161,,3.887,3.794,1.435,,,
1071,1535-1084,,3.885,5.030,1.311,,,
1071,0309-1333,,3.885,4.235,1.482,,,
1073,1933-7213,,3.883,5.709,1.701,,,
1074,0556-2813,,3.881,3.551,0.894,,,
1075,0168-6496,,3.875,4.271,1.256,,,
1075,0939-4753,,3.875,4.104,1.092,,,
1077,0021-9541,,3.874,3.825,1.157,,,
1078,0248-4900,,3.872,4.417,1.663,,,
1079,1567-5394,,3.870,3.774,0.825,,,
1080,0047-2484,,3.867,4.229,1.462,,,
1080,0047-2484,,3.867,4.229,1.462,,,
1082,1542-975X,,3.865,Not Available,Not Available,,,
1083,1470-0328,,3.862,3.935,1.388,,,
1084,1359-2998,,3.861,3.699,1.304,,,
1084,0954-4224,,3.861,6.443,1.997,,,
1086,0905-6157,,3.859,3.017,0.776,,,
1087,1466-8033,,3.858,3.908,0.691,,,
1088,1864-063X,,3.856,3.959,1.053,,,
1088,1742-5689,,3.856,4.875,1.773,,,
1090,0022-3565,,3.855,3.959,1.169,,,
1091,1351-5101,,3.852,3.765,1.125,,,
1092,0008-8846,,3.848,4.368,1.418,,,
1093,0003-2409,,3.846,2.879,0.746,,,
1094,0005-7967,,3.845,4.564,1.447,,,
1095,0003-0554,,3.844,5.298,5.679,,,
1096,1050-7256,,3.843,4.338,1.387,,,
1097,1949-3029,,3.842,4.052,1.279,,,
1098,0340-5354,,3.841,3.745,1.130,,,
1099,1436-6207,,3.840,3.614,0.895,,,
1099,0925-4005,,3.840,4.101,0.742,,,
1101,1045-2257,,3.836,3.869,1.434,,,
1102,0006-3495,,3.832,3.976,1.588,,,
1103,0304-4165,,3.829,4.554,1.377,,,
1104,0023-6837,,3.828,4.175,1.335,,,
1104,1540-7489,,3.828,3.688,1.255,,,
1106,1750-5836,,3.821,5.207,1.289,,,
1107,1569-1993,,3.820,3.221,0.937,,,
1108,1746-0913,,3.819,3.801,1.297,,,
1108,0022-2429,,3.819,6.682,3.298,,,
1110,1748-6645,,3.818,2.901,1.047,,,
1110,1748-6645,,3.818,2.901,1.047,,,
1112,1350-4177,,3.816,3.753,0.688,,,
1113,0175-7598,,3.811,4.138,1.043,,,
1114,1934-662X,,3.807,3.712,1.129,,,
1114,1047-7039,,3.807,5.512,3.597,,,
1114,1389-9155,,3.807,4.048,1.287,,,
1117,0038-0938,,3.805,3.014,1.299,,,
1118,0018-067X,,3.804,4.158,1.557,,,
1119,0887-6266,,3.803,2.643,0.510,,,
1120,1548-7660,,3.801,6.538,3.730,,,
1121,0278-0062,,3.799,4.575,1.603,,,
1122,1567-2050,,3.796,3.998,1.113,,,
1123,0959-6836,,3.794,3.729,1.267,,,
1124,1527-6465,,3.793,3.686,1.049,,,
1125,1639-4488,,3.792,3.033,1.154,,,
1126,1466-4879,,3.789,3.370,1.268,,,
1126,0268-3962,,3.789,4.917,1.874,,,
1126,0268-3962,,3.789,4.917,1.874,,,
1126,0025-729X,,3.789,3.227,0.979,,,
1130,0378-5173,,3.785,4.090,0.820,,,
1131,1755-5930,,3.784,4.068,1.008,,,
1132,0012-1649,,3.782,5.163,2.222,,,
1133,1083-4419,,3.781,4.657,1.639,,,
1134,1726-2135,,3.773,2.092,0.573,,,
1135,1752-296X,,3.772,3.364,1.093,,,
1136,1932-1058,,3.771,3.668,0.896,,,
1137,0304-405X,,3.769,5.719,5.833,,,
1138,1053-4296,,3.768,4.006,1.603,,,
1139,0032-3861,,3.766,4.224,0.897,,,
1140,0004-8674,,3.765,3.425,0.958,,,
1140,0004-8674,,3.765,3.425,0.958,,,
1142,1040-8746,,3.761,3.465,1.224,,,
1142,0271-0749,,3.761,4.339,1.190,,,
1144,0280-6509,,3.760,3.836,1.678,,,
1145,1774-024X,,3.758,Not Available,Not Available,,,
1146,1726-4170,,3.753,4.644,1.793,,,
1146,0022-5347,,3.753,3.902,1.178,,,
1148,0999-193X,,3.747,3.365,1.071,,,
1148,0959-6658,,3.747,3.803,1.269,,,
1150,0300-483X,,3.745,3.884,0.943,,,
1151,0960-8923,,3.739,3.677,0.941,,,
1152,0193-1857,,3.737,3.853,1.238,,,
1152,0169-5002,,3.737,3.599,1.109,,,
