Rank,Issn,Journal Impact Factor,5-Year Impact Factor,Article Influence Score,,,
606,1044-5323,5.170,5.504,2.448,,,
607,0065-2687,5.167,4.000,2.419,,,
608,1388-1981,5.162,4.904,1.711,,,
609,0021-843X,5.153,6.138,2.403,,,
610,1462-3994,5.152,6.703,2.155,,,
611,0147-5185,5.145,5.328,1.707,,,
612,1472-8222,5.139,4.424,1.307,,,
613,0893-7648,5.137,5.460,1.509,,,
614,0010-9452,5.128,5.014,1.623,,,
615,1072-7515,5.122,5.263,2.040,,,
616,1172-7047,5.113,4.971,1.399,,,
617,0946-2716,5.107,4.687,1.552,,,
617,0035-8711,5.107,4.734,1.953,,,
619,0028-3908,5.106,4.823,1.454,,,
620,0013-726X,5.104,4.874,1.317,,,
621,1040-8444,5.097,6.110,1.642,,,
622,1758-2652,5.090,4.903,1.714,,,
623,0042-9686,5.089,5.714,2.455,,,
623,0959-3780,5.089,7.784,2.855,,,
623,0959-3780,5.089,7.784,2.855,,,
626,0020-7136,5.085,5.720,1.694,,,
627,1434-6044,5.084,4.115,1.542,,,
628,0969-9961,5.078,5.298,1.662,,,
629,1547-5271,5.076,4.511,1.834,,,
630,0945-053X,5.074,4.171,1.226,,,
631,0008-543X,5.068,5.367,2.008,,,
632,0010-0285,5.064,6.420,2.898,,,
632,0010-0285,5.064,6.420,2.898,,,
634,0376-7388,5.056,5.323,1.115,,,
635,1933-7213,5.054,5.821,1.829,,,
636,1680-7316,5.053,5.656,1.822,,,
636,0312-5963,5.053,5.878,1.755,,,
638,0962-8452,5.051,5.648,2.292,,,
639,0892-6638,5.043,5.639,1.973,,,
640,0112-1642,5.038,6.829,1.863,,,
641,0022-3751,5.037,5.113,1.860,,,
642,0022-3514,5.031,7.521,4.070,,,
643,1931-5244,5.030,4.149,1.244,,,
644,1366-5278,5.027,5.342,2.205,,,
645,0306-3674,5.025,5.100,1.484,,,
646,0167-4889,5.019,5.203,1.888,,,
647,2211-9264,5.014,5.027,1.195,,,
647,2041-4889,5.014,5.291,1.606,,,
649,0197-4580,5.013,5.224,1.605,,,
650,0309-1325,5.010,5.570,2.336,,,
651,0006-2952,5.009,4.689,1.279,,,
652,0951-7375,5.006,4.483,1.608,,,
653,0307-0565,5.004,5.283,1.825,,,
654,0002-9343,5.003,5.258,1.975,,,
655,0340-6245,4.984,4.451,1.488,,,
656,1367-4803,4.981,8.136,3.572,,,
657,0017-811X,4.979,4.995,2.272,,,
658,2161-5063,4.978,5.037,3.283,,,
659,0895-3309,4.977,6.286,7.099,,,
660,1547-6286,4.974,5.237,2.224,,,
661,1754-8403,4.973,5.276,1.884,,,
662,0007-1048,4.971,4.777,1.806,,,
663,1093-7404,4.970,5.538,1.502,,,
664,0278-2715,4.966,4.878,2.647,,,
664,0278-2715,4.966,4.878,2.647,,,
666,1398-5647,4.965,5.282,1.650,,,
667,0272-8087,4.949,6.841,2.316,,,
668,0306-4530,4.944,5.659,1.686,,,
669,1022-1336,4.941,4.748,1.147,,,
670,0956-7976,4.940,6.473,3.226,,,
671,1525-8610,4.939,4.321,0.885,,,
672,1355-8382,4.936,4.900,2.352,,,
673,0018-9219,4.934,7.750,3.589,,,
674,0032-0781,4.931,5.156,1.502,,,
675,0004-0010,4.926,4.893,1.916,,,
676,1093-9687,4.925,4.021,1.037,,,
677,0172-4614,4.924,3.468,0.805,,,
678,0022-1767,4.922,5.264,2.018,,,
678,1942-2466,4.922,5.008,2.606,,,
680,1462-5814,4.915,4.879,1.759,,,
681,0905-6947,4.904,4.351,1.397,,,
682,1756-6606,4.902,4.662,1.522,,,
683,1389-9155,4.892,4.435,1.299,,,
684,0333-1024,4.891,3.736,0.986,,,
684,1528-7483,4.891,4.759,0.906,,,
686,0033-5770,4.889,8.854,3.952,,,
687,1040-8711,4.886,4.317,1.367,,,
687,1473-2262,4.886,5.984,1.612,,,
689,0091-7613,4.884,4.962,2.280,,,
690,0925-4439,4.882,4.969,1.527,,,
690,1757-1693,4.882,5.473,1.506,,,
692,0969-6970,4.876,4.702,1.379,,,
693,1083-7159,4.865,4.857,1.786,,,
694,0031-9228,4.859,5.074,2.726,,,
695,1548-9213,4.857,7.575,2.908,,,
696,0007-0912,4.853,4.691,1.359,,,
697,1525-1578,4.851,3.988,1.342,,,
698,1478-3223,4.850,4.481,1.340,,,
699,1388-2481,4.847,5.263,1.162,,,
700,0360-5442,4.844,5.153,0.923,,,
701,0007-1188,4.842,4.957,1.317,,,
702,1742-5247,4.840,5.021,1.160,,,
702,1759-4812,4.840,4.759,1.666,,,
704,2042-6410,4.837,Not Available,Not Available,,,
705,0007-0920,4.836,5.305,1.662,,,
706,0965-2140,4.829,5.827,2.012,,,
706,0965-2140,4.829,5.827,2.012,,,
708,0269-8463,4.828,5.278,2.007,,,
709,0340-6717,4.824,4.521,1.729,,,
710,1352-4585,4.822,4.451,1.347,,,
711,1756-8722,4.812,4.417,1.132,,,
712,0899-1987,4.808,4.180,1.088,,,
713,1351-0088,4.805,5.217,1.602,,,
714,0021-9010,4.799,7.753,3.919,,,
715,0003-987X,4.789,4.457,1.499,,,
716,0022-1295,4.788,4.417,1.901,,,
717,1569-9056,4.783,1.737,0.543,,,
718,1559-2294,4.780,5.081,1.752,,,
719,0270-7306,4.777,5.228,2.402,,,
720,0906-7590,4.774,5.565,2.042,,,
721,1932-7447,4.772,5.295,1.234,,,
722,0954-7894,4.769,4.501,1.301,,,
723,0020-1669,4.762,4.640,1.009,,,
724,1529-6466,4.760,5.479,2.878,,,
725,2040-4603,4.739,4.023,1.581,,,
726,0012-821X,4.734,5.143,2.425,,,
727,0265-9247,4.730,5.023,2.123,,,
728,2050-750X,4.726,4.729,0.871,,,
729,1464-6722,4.724,4.540,1.243,,,
730,0022-3263,4.721,4.385,1.035,,,
731,0263-6352,4.720,4.110,1.277,,,
732,1097-6647,4.719,4.428,1.785,,,
733,2151-464X,4.713,4.962,1.629,,,
734,0002-9378,4.704,4.142,1.495,,,
735,1069-2509,4.698,2.885,0.617,,,
736,0014-4886,4.696,4.542,1.398,,,
736,2050-7526,4.696,4.701,1.006,,,
738,0196-0644,4.695,4.426,1.685,,,
739,1746-630X,4.680,3.879,1.497,,,
739,0070-2153,4.680,5.816,2.693,,,
741,1941-3149,4.678,5.627,2.453,,,
742,0930-7575,4.673,4.949,2.222,,,
743,1745-6150,4.658,3.826,1.622,,,
744,0012-9658,4.656,6.155,2.485,,,
745,0022-2828,4.655,5.039,1.572,,,
745,1047-1987,4.655,4.659,4.806,,,
747,0924-2244,4.651,5.541,1.402,,,
748,1750-1911,4.649,4.935,1.497,,,
749,1015-6305,4.643,3.969,1.325,,,
749,1550-7998,4.643,3.865,1.092,,,
751,2168-0485,4.642,4.642,0.900,,,
752,0018-506X,4.632,4.441,1.419,,,
753,1942-325X,4.631,5.268,2.084,,,
753,1752-7155,4.631,4.383,0.726,,,
755,1553-734X,4.620,5.279,2.339,,,
756,1755-1471,4.619,5.055,1.612,,,
757,1555-9041,4.613,5.466,1.880,,,
758,0014-3820,4.612,5.251,2.208,,,
759,1359-6640,4.606,4.390,1.678,,,
760,1872-4973,4.604,4.028,0.646,,,
761,1613-4125,4.603,4.770,1.114,,,
762,1521-690X,4.602,5.026,1.611,,,
762,0009-5915,4.602,3.726,1.590,,,
764,1931-7557,4.598,3.699,1.251,,,
765,1471-4892,4.595,5.203,1.679,,,
766,0951-6433,4.592,4.226,1.074,,,
766,1040-7308,4.592,7.531,2.475,,,
766,1040-7308,4.592,7.531,2.475,,,
769,0002-9440,4.591,5.071,1.731,,,
769,0161-8105,4.591,5.753,1.991,,,
771,0015-0282,4.590,4.255,1.165,,,
771,0305-0270,4.590,5.118,1.839,,,
773,1861-4728,4.587,4.588,1.106,,,
774,0021-9258,4.573,4.693,1.740,,,
774,2047-6310,4.573,4.597,1.482,,,
776,0002-8614,4.572,4.939,1.689,,,
776,0002-8614,4.572,4.939,1.689,,,
776,0277-3791,4.572,5.039,1.807,,,
779,0065-3527,4.571,4.561,1.591,,,
779,0013-9580,4.571,4.424,1.331,,,
779,0090-3752,4.571,6.388,2.311,,,
782,0268-1161,4.569,4.729,1.363,,,
783,1538-4101,4.565,4.641,1.584,,,
784,0021-8901,4.564,5.929,2.173,,,
785,1861-0684,4.560,3.631,1.011,,,
786,1942-0862,4.558,4.814,1.343,,,
787,1867-3880,4.556,5.213,1.277,,,
787,1525-4135,4.556,4.531,1.674,,,
789,0306-6150,4.553,5.213,1.903,,,
790,0090-0036,4.552,5.101,2.157,,,
790,0090-0036,4.552,5.101,2.157,,,
792,1758-2946,4.547,4.935,1.351,,,
793,1868-7083,4.543,Not Available,Not Available,,,
794,0304-3894,4.529,5.277,1.108,,,
795,0749-3797,4.527,5.395,2.132,,,
796,1750-984X,4.526,Not Available,Not Available,,,
796,1083-3021,4.526,6.077,1.905,,,
798,0268-3962,4.525,5.348,2.116,,,
798,0268-3962,4.525,5.348,2.116,,,
800,0944-1174,4.523,4.215,1.094,,,
801,0003-2670,4.513,4.667,1.067,,,
801,1043-1802,4.513,4.676,1.195,,,
803,2162-2531,4.512,4.528,1.265,,,
804,1449-2288,4.509,4.195,1.173,,,
805,1076-1551,4.508,4.844,1.576,,,
806,1933-6918,4.505,3.515,1.212,,,
807,0013-4686,4.504,4.578,0.886,,,
807,0021-8790,4.504,5.316,2.145,,,
809,0013-7227,4.503,4.622,1.447,,,
810,0960-8524,4.494,5.330,1.042,,,
810,1939-5116,4.494,5.178,1.267,,,
812,1463-9076,4.493,4.219,1.209,,,
812,1050-7256,4.493,5.282,1.478,,,
814,0031-5826,4.490,6.227,3.363,,,
815,0024-4937,4.482,4.903,1.508,,,
816,0066-4804,4.476,4.540,1.360,,,
816,0261-5614,4.476,4.533,1.267,,,
816,1466-609X,4.476,5.140,1.757,,,
819,1462-0324,4.475,4.592,1.376,,,
820,0962-2802,4.472,3.734,2.625,,,
821,1040-8746,4.466,3.558,1.122,,,
821,1059-1524,4.466,4.806,2.189,,,
823,1359-6454,4.465,4.869,1.677,,,
824,1078-0998,4.464,5.216,1.407,,,
824,0340-1022,4.464,5.325,1.835,,,
826,0002-8703,4.463,4.395,2.008,,,
826,1811-5209,4.463,4.263,1.973,,,
828,0743-7463,4.457,4.543,1.096,,,
829,0190-9622,4.449,4.523,1.293,,,
830,2152-4947,4.448,4.916,1.203,,,
831,1864-063X,4.447,3.793,1.047,,,
832,1935-2735,4.446,4.931,1.435,,,
833,1940-6207,4.444,4.658,1.468,,,
834,0163-4453,4.441,3.982,1.370,,,
835,0022-538X,4.439,4.609,1.455,,,
836,0020-9996,4.437,4.418,1.526,,,
837,0894-8755,4.435,5.357,2.297,,,
838,1756-9966,4.429,3.731,0.792,,,
839,2168-6068,4.426,4.426,1.482,,,
840,0022-3530,4.424,5.526,2.189,,,
841,0010-938X,4.422,4.831,0.883,,,
842,0022-2275,4.421,5.175,1.816,,,
843,1364-8152,4.420,4.359,1.110,,,
844,0950-382X,4.419,4.764,1.883,,,
845,1043-6618,4.408,4.409,1.170,,,
846,1091-4269,4.407,5.434,1.839,,,
846,1091-4269,4.407,5.434,1.839,,,
848,0303-7207,4.405,4.105,1.251,,,
849,0003-9950,4.399,4.372,1.593,,,
849,1935-861X,4.399,4.737,1.433,,,
851,0264-6021,4.396,4.660,1.751,,,
852,0003-1224,4.390,6.824,5.153,,,
853,1543-8384,4.384,4.961,1.190,,,
854,0077-8923,4.383,3.838,1.371,,,
854,1178-2013,4.383,4.742,0.931,,,
856,1748-1708,4.382,3.857,1.021,,,
857,0304-4165,4.381,4.555,1.352,,,
858,0196-8904,4.380,4.512,0.743,,,
858,1541-7786,4.380,4.860,1.568,,,
860,0004-6361,4.378,4.158,1.889,,,
861,0305-0483,4.376,4.139,1.240,,,
861,0305-0483,4.376,4.139,1.240,,,
863,0013-9351,4.373,4.234,1.355,,,
863,0028-3835,4.373,3.615,1.068,,,
865,0924-977X,4.369,4.754,1.374,,,
866,1436-6002,4.368,Not Available,Not Available,,,
867,0167-8140,4.363,4.502,1.382,,,
868,1948-7193,4.362,4.363,1.321,,,
868,0363-5465,4.362,5.084,1.525,,,
870,0022-5347,4.360,4.064,1.271,,,
871,1662-811X,4.352,4.484,1.523,,,
872,1398-9219,4.350,4.336,1.918,,,
873,1018-4813,4.349,3.939,1.489,,,
874,0012-6667,4.343,4.099,1.202,,,
875,0022-2836,4.333,3.702,1.660,,,
876,0016-7037,4.331,4.933,1.818,,,
877,1939-3792,4.330,4.822,1.679,,,
877,1939-3792,4.330,4.822,1.679,,,
879,1687-5214,4.325,3.908,1.078,,,
880,1385-8947,4.321,4.621,0.945,,,
880,1350-4177,4.321,4.391,0.794,,,
882,0898-6568,4.315,4.154,1.315,,,
883,2047-9980,4.306,4.318,1.786,,,
884,1354-3776,4.297,3.335,0.895,,,
885,0924-8579,4.296,4.307,1.259,,,
886,1574-8928,4.295,2.909,0.741,,,
887,2162-237X,4.291,4.720,1.378,,,
888,1758-5082,4.289,4.752,1.198,,,
888,0267-1379,4.289,3.696,1.171,,,
888,1662-5102,4.289,4.289,1.350,,,
888,0741-5400,4.289,4.705,1.713,,,
892,0022-3042,4.281,3.974,1.197,,,
893,0007-0963,4.275,3.984,1.169,,,
893,1746-0913,4.275,4.062,1.294,,,
895,0570-4928,4.271,3.956,1.031,,,
896,0743-4863,4.259,3.492,0.728,,,
896,0091-6331,4.259,5.444,1.841,,,
898,0360-3016,4.258,4.359,1.389,,,
899,1476-4598,4.257,5.220,1.443,,,
899,0167-4412,4.257,4.573,1.232,,,
901,0305-1838,4.256,4.284,1.414,,,
902,1949-3053,4.252,5.719,1.736,,,
902,1522-8002,4.252,4.921,1.568,,,
904,1535-3893,4.245,4.481,1.288,,,
905,1527-6465,4.241,3.921,1.213,,,
906,1528-9117,4.237,3.503,1.247,,,
906,0749-596X,4.237,4.257,1.805,,,
906,0749-596X,4.237,4.257,1.805,,,
909,1064-7481,4.235,4.409,1.382,,,
909,1064-7481,4.235,4.409,1.382,,,
911,1759-6653,4.229,4.529,1.886,,,
911,1470-269X,4.229,4.110,1.208,,,
913,1475-2859,4.221,4.642,1.168,,,
914,2150-5594,4.216,3.672,1.212,,,
915,1932-104X,4.214,5.482,1.446,,,
916,1476-0584,4.210,3.879,1.205,,,
917,1477-9226,4.197,3.982,0.824,,,
918,0094-8276,4.196,4.406,2.173,,,
919,1742-4690,4.185,3.725,1.424,,,
920,1562-2975,4.183,3.190,0.889,,,
921,1541-4337,4.182,6.479,1.725,,,
922,1540-1405,4.178,4.710,2.071,,,
923,1077-5552,4.176,6.071,1.580,,,
923,1070-5511,4.176,7.206,3.793,,,
923,1070-5511,4.176,7.206,3.793,,,
926,0899-823X,4.175,4.496,1.515,,,
927,1567-5394,4.172,3.854,0.836,,,
928,0021-9673,4.169,4.298,0.848,,,
928,0937-941X,4.169,4.242,1.284,,,
930,0022-5223,4.168,4.068,1.590,,,
931,0300-9572,4.167,4.066,1.101,,,
932,2156-6976,4.165,4.247,1.261,,,
932,0888-8892,4.165,5.199,2.073,,,
932,1063-4584,4.165,4.692,1.339,,,
935,1050-9631,4.162,4.510,1.542,,,
936,0927-7765,4.152,4.400,0.847,,,
937,1387-2877,4.151,4.365,1.137,,,
938,1094-4281,4.148,5.465,3.058,,,
939,0818-9641,4.147,3.566,1.375,,,
939,0263-4929,4.147,4.434,1.521,,,
941,0883-6612,4.144,5.364,1.963,,,
942,0269-7491,4.143,4.755,1.218,,,
943,0012-1649,4.141,5.030,2.271,,,
944,0022-0345,4.139,4.688,1.373,,,
945,0026-895X,4.128,4.385,1.435,,,
946,0006-3592,4.126,4.289,1.188,,,
946,0276-7333,4.126,3.811,0.871,,,
948,1055-9965,4.125,4.570,1.693,,,
949,1748-5908,4.122,4.624,1.452,,,
949,1748-5908,4.122,4.624,1.452,,,
951,1477-3155,4.115,Not Available,Not Available,,,
952,1672-7681,4.112,3.526,1.116,,,
953,2049-9957,4.111,4.111,1.158,,,
953,1479-5868,4.111,5.596,1.745,,,
955,1557-1890,4.110,3.872,1.070,,,
956,0003-2654,4.107,4.140,0.933,,,
957,1083-4389,4.106,3.926,0.747,,,
958,2047-2404,4.105,4.124,1.599,,,
959,0032-7786,4.104,3.333,0.674,,,
960,0883-0185,4.103,4.730,1.494,,,
961,0031-6768,4.101,4.136,1.336,,,
962,0048-9697,4.099,4.414,1.132,,,
963,0070-217X,4.097,4.149,1.637,,,
963,0925-4005,4.097,4.286,0.754,,,
965,0730-0301,4.096,4.641,1.876,,,
966,1051-0761,4.093,5.508,2.058,,,
967,0078-3218,4.091,6.607,2.391,,,
968,0268-005X,4.090,4.637,0.944,,,
969,0025-729X,4.089,3.445,1.129,,,
970,0898-929X,4.085,5.259,2.001,,,
970,0898-929X,4.085,5.259,2.001,,,
972,1662-5099,4.084,Not Available,Not Available,,,
973,1040-0605,4.080,3.908,1.226,,,
973,0360-0572,4.080,7.374,5.133,,,
975,0144-8617,4.074,4.568,0.783,,,
976,0804-4643,4.069,3.936,1.194,,,
977,1550-7289,4.066,3.973,1.120,,,
978,2195-1071,4.062,4.063,1.473,,,
979,0009-3920,4.061,6.253,2.686,,,
980,0894-7317,4.056,4.891,1.697,,,
981,1351-5101,4.055,3.786,1.173,,,
982,0304-405X,4.047,5.876,6.023,,,
983,1357-2725,4.046,4.371,1.352,,,
984,1045-2257,4.041,3.894,1.374,,,
985,0065-2504,4.040,4.818,1.968,,,
986,0038-0938,4.039,3.214,1.601,,,
987,0020-0255,4.038,4.221,0.873,,,
987,0034-6527,4.038,4.705,9.052,,,
989,0167-5273,4.036,4.093,1.140,,,
990,1466-8033,4.034,4.022,0.717,,,
990,0014-2980,4.034,4.278,1.690,,,
992,0044-0094,4.032,4.260,1.902,,,
993,1932-4529,4.031,4.823,1.873,,,
994,1053-4296,4.029,4.124,1.530,,,
994,1744-683X,4.029,4.289,1.227,,,
996,1040-8428,4.027,3.968,1.235,,,
997,0004-6256,4.024,4.251,2.534,,,
998,0888-8809,4.022,4.453,1.514,,,
999,0026-2234,4.018,3.277,1.474,,,
1000,1759-0914,4.017,4.137,1.391,,,
1001,1475-2840,4.015,3.659,0.841,,,
1002,0938-7994,4.014,3.735,1.240,,,
1002,1582-4934,4.014,4.199,1.110,,,
1004,0010-1958,4.012,3.621,1.575,,,
1005,0303-6979,4.010,4.307,1.140,,,
1005,1526-5900,4.010,4.577,1.630,,,
1007,1461-1457,4.009,4.533,1.273,,,
1008,1524-9557,4.008,3.478,1.014,,,
1009,0163-6804,4.007,4.756,2.428,,,
1010,1742-464X,4.001,4.068,1.341,,,
1011,0273-2297,4.000,5.958,2.640,,,
1011,1663-4365,4.000,4.725,1.403,,,
1011,1776-2596,4.000,3.531,1.047,,,
1014,0021-9150,3.994,4.013,1.167,,,
1015,0095-1137,3.993,4.068,1.174,,,
1016,1774-0746,3.992,4.369,1.199,,,
1017,1363-1950,3.989,4.385,1.266,,,
1017,1664-302X,3.989,4.170,1.370,,,
1019,2044-5415,3.988,3.806,1.359,,,
1019,2044-5415,3.988,3.806,1.359,,,
1019,1464-2662,3.988,3.389,1.190,,,
1019,0948-3349,3.988,4.378,1.128,,,
1023,1471-2164,3.986,4.360,1.346,,,
1024,1044-1549,3.985,4.416,1.552,,,
1025,0021-8898,3.984,4.901,1.735,,,
1026,0195-9131,3.983,5.380,1.616,,,
1026,2045-452X,3.983,3.983,0.732,,,
1028,1758-9193,3.979,4.364,1.451,,,
1029,1726-4170,3.978,4.668,1.733,,,
1030,1545-9683,3.976,4.626,1.408,,,
1031,8756-3282,3.973,4.312,1.333,,,
1032,0006-3495,3.972,3.874,1.538,,,
1032,0022-3565,3.972,3.819,1.131,,,
1032,1353-8020,3.972,3.885,1.135,,,
1035,1065-6251,3.970,3.578,1.444,,,
1036,1758-0366,3.969,2.778,0.372,,,
1037,0143-7208,3.966,3.700,0.629,,,
1038,0886-6236,3.965,5.373,2.376,,,
1039,0169-5002,3.958,3.684,1.038,,,
1040,0022-3956,3.957,4.542,1.420,,,
1040,0022-3956,3.957,4.542,1.420,,,
1042,2157-9024,3.952,3.952,1.392,,,
1043,1664-462X,3.948,3.990,1.169,,,
1044,1750-5836,3.946,4.727,1.195,,,
1045,0894-0282,3.944,4.414,1.241,,,
1046,1432-9840,3.943,4.572,1.687,,,
1047,0926-860X,3.942,4.402,0.883,,,
1047,0951-7367,3.942,3.560,1.119,,,
1047,0951-7367,3.942,3.560,1.119,,,
1050,0340-7004,3.941,3.729,1.061,,,
1051,0167-6806,3.940,4.009,1.314,,,
1051,1346-9843,3.940,3.198,0.806,,,
1053,0166-3542,3.938,3.788,1.099,,,
1053,0022-2429,3.938,7.421,3.559,,,
1055,2168-6254,3.936,3.936,1.667,,,
1056,1940-3372,3.933,4.421,1.198,,,
1057,0038-0717,3.932,4.953,1.380,,,
1058,0009-9163,3.931,3.589,1.360,,,
1058,0363-9762,3.931,3.504,0.800,,,
1058,1755-5930,3.931,4.000,1.032,,,
1061,1068-9265,3.930,4.532,1.425,,,
1061,1479-5876,3.930,4.126,1.140,,,
1063,0550-3213,3.929,3.143,1.296,,,
1064,0305-1846,3.927,4.183,1.308,,,
1065,0049-0172,3.925,4.440,1.429,,,
1065,1756-283X,3.925,Not Available,Not Available,,,
1067,1753-5123,3.923,4.481,1.400,,,
1067,0920-9964,3.923,4.644,1.273,,,
1067,0920-9964,3.923,4.644,1.273,,,
1070,1939-8425,3.919,3.661,1.133,,,
1071,1742-5689,3.917,4.650,1.701,,,
1072,1055-7903,3.916,4.064,1.322,,,
1073,0954-4224,3.912,6.374,1.988,,,
1074,1352-0504,3.909,3.753,1.150,,,
1075,2045-7960,3.907,3.628,0.970,,,
1075,2045-7960,3.907,3.628,0.970,,,
1077,1552-4868,3.906,3.590,1.404,,,
1077,1748-9326,3.906,4.419,1.830,,,
1079,1933-2874,3.904,3.510,1.046,,,
1080,0269-8811,3.898,3.442,0.978,,,
1080,1759-2879,3.898,4.000,2.478,,,
1080,0093-7754,3.898,3.678,1.245,,,
1083,0034-6543,3.897,7.286,3.907,,,
1084,1752-4571,3.896,4.556,1.824,,,
1085,0026-0495,3.894,3.069,0.831,,,
1086,0065-2113,3.893,6.758,2.152,,,
1086,0920-5861,3.893,4.030,0.900,,,
1088,0905-7161,3.889,4.735,1.185,,,
1088,1567-2050,3.889,3.933,1.056,,,
1088,0012-9682,3.889,5.758,10.853,,,
1088,0012-9682,3.889,5.758,10.853,,,
1092,1874-3919,3.888,4.029,1.017,,,
1093,0785-3890,3.886,4.170,1.451,,,
1093,1060-1538,3.886,4.809,2.045,,,
1093,1573-9538,3.886,3.552,1.109,,,
1096,0306-5251,3.878,3.834,1.147,,,
1096,1355-008X,3.878,2.842,0.676,,,
1098,0094-6176,3.876,3.573,0.965,,,
1099,0022-3166,3.875,4.445,1.371,,,
1099,0033-3158,3.875,3.974,1.127,,,
1101,1568-9883,3.874,3.765,0.879,,,
1102,0020-7519,3.872,3.601,1.134,,,
1103,0002-9394,3.871,4.225,1.337,,,
1104,0016-7606,3.870,4.634,1.849,,,
1105,0162-2889,3.868,3.712,2.928,,,
1106,1062-4821,3.862,3.682,1.197,,,
1107,2165-8102,3.857,3.857,1.004,,,
1107,2326-6066,3.857,3.857,1.480,,,
1107,1460-8545,3.857,5.726,1.952,,,
1107,1523-2409,3.857,5.180,1.661,,,
1111,1573-3882,3.855,3.995,1.074,,,
1112,1096-6080,3.854,4.535,1.237,,,
1113,0929-8673,3.853,4.115,1.006,,,
1113,0960-7692,3.853,3.584,1.127,,,
1115,1616-5187,3.851,4.012,0.924,,,
1116,0939-6411,3.850,4.616,0.993,,,
1117,0003-4975,3.849,4.104,1.539,,,
1117,0039-6257,3.849,3.712,1.203,,,
1119,0959-6526,3.844,4.167,0.781,,,
1120,1044-7431,3.840,3.630,1.312,,,
1120,2046-2069,3.840,3.907,0.747,,,
1122,0021-9541,3.839,3.751,1.088,,,
1123,0363-6135,3.838,3.881,1.191,,,
1124,0005-2736,3.836,3.881,1.257,,,
1125,1089-5159,3.833,6.550,1.505,,,
1125,1878-9293,3.833,4.582,1.677,,,
1125,1747-4930,3.833,3.526,1.349,,,
1128,0003-0147,3.832,4.959,2.250,,,
1129,2047-4830,3.831,3.831,0.813,,,
1130,0887-6266,3.830,2.990,0.808,,,
1131,1438-4639,3.829,4.126,1.109,,,
1132,0041-1337,3.828,3.604,1.188,,,
1133,1566-1199,3.827,3.971,0.919,,,
1134,0171-9335,3.825,3.650,1.249,,,
1134,1472-4677,3.825,4.647,1.889,,,
1136,0999-193X,3.821,4.404,1.166,,,
1136,0957-4484,3.821,3.885,1.041,,,
1138,0272-6963,3.818,7.692,2.341,,,
1138,0272-6963,3.818,7.692,2.341,,,
1138,0092-0703,3.818,4.563,1.599,,,
1141,0955-470X,3.816,Not Available,Not Available,,,
1142,1471-2229,3.813,4.714,1.212,,,
1143,0920-5691,3.810,4.651,2.576,,,
1144,1363-755X,3.808,5.706,2.413,,,
1145,1615-9853,3.807,3.823,1.088,,,
1146,0018-067X,3.805,4.163,1.503,,,
1147,1663-9812,3.802,3.798,1.074,,,
1148,1548-7660,3.801,8.309,4.720,,,
1149,1550-7416,3.799,4.911,1.206,,,
1150,0361-8609,3.798,3.863,1.458,,,
1150,0193-1857,3.798,3.865,1.224,,,
1150,0163-3864,3.798,3.395,0.784,,,
1153,0022-3069,3.797,4.152,1.386,,,
1154,1548-3568,3.795,Not Available,Not Available,,,
1154,0019-2805,3.795,3.362,1.142,,,
1156,0955-2863,3.794,3.989,0.957,,,
1156,0024-3590,3.794,4.372,1.639,,,
1158,0300-8932,3.792,2.636,0.583,,,
1159,0022-3476,3.790,4.152,1.548,,,
1159,0040-5752,3.790,3.986,0.928,,,
1161,1139-6121,3.787,3.593,1.134,,,
1161,1382-4147,3.787,3.571,1.165,,,
1163,0193-1849,3.785,4.614,1.534,,,
1164,0038-9765,3.782,4.069,1.926,,,
1165,0363-6143,3.780,3.914,1.245,,,
1165,1945-7707,3.780,5.226,7.809,,,
1167,1087-0547,3.779,3.327,1.027,,,
1167,1087-0547,3.779,3.327,1.027,,,
1169,0079-6727,3.778,7.553,2.623,,,
1170,1047-7039,3.775,6.309,3.753,,,
1171,0090-8258,3.774,3.843,1.065,,,
1172,1812-8602,3.773,2.684,0.944,,,
1172,1812-8602,3.773,2.684,0.944,,,
1174,0109-5641,3.769,4.433,0.947,,,
1174,1774-024X,3.769,3.329,1.317,,,
1176,0022-2380,3.763,5.883,2.576,,,
1177,0168-1923,3.762,4.318,1.393,,,
1177,0006-3207,3.762,4.697,1.692,,,
1177,0906-6705,3.762,3.459,0.887,,,
1180,0300-0729,3.761,2.331,0.601,,,
1181,1049-8931,3.759,4.022,1.531,,,
1181,1049-8931,3.759,4.022,1.531,,,
1183,0011-9164,3.756,3.778,0.796,,,
1183,1757-9694,3.756,4.309,1.503,,,
1185,1043-0342,3.755,3.413,1.038,,,
1186,1015-9770,3.754,3.451,1.201,,,
1187,1478-6354,3.753,4.658,1.368,,,
1188,0012-3706,3.749,3.685,1.166,,,
1189,0105-1873,3.747,3.492,0.663,,,
1189,1360-9947,3.747,3.956,1.240,,,
1189,0960-8923,3.747,3.435,0.823,,,
1192,1756-8919,3.744,3.789,1.056,,,
1192,0179-5953,3.744,4.777,1.202,,,
1194,1471-2598,3.743,3.222,0.918,,,
1195,0026-3672,3.741,3.198,0.531,,,
1196,1549-9596,3.738,3.916,0.909,,,
1196,0883-8305,3.738,4.083,2.159,,,
1198,1934-662X,3.737,3.971,0.887,,,
1198,0022-3085,3.737,3.573,1.126,,,
1200,1098-0121,3.736,3.583,1.331,,,
1201,1930-7381,3.734,4.377,1.445,,,
1202,0047-2484,3.733,4.111,1.480,,,
