"","Level","Points","Journal","ISSN","Econ","ABS","I","A","T"
"279","Level IV",36.4196019198168,"Political Science Quarterly","0032-3195",1,NA,0.909333333333333,0.444666666666667,0.857333333333333
"280","Level III",40,"Political Studies","0032-3217",NA,2,2.37233333333333,1.09866666666667,1.74366666666667
"281","Level V",11.2978834335446,"Politická Ekonomie","0032-3233",1,NA,0.369,0.0386666666666667,0.357333333333333
"282","Level II",60,"Politics and Society","0032-3292",NA,3,2.83833333333333,1.45766666666667,1.93066666666667
"283","Level IV",20,"Population Bulletin","0032-468X",1,NA,NA,NA,NA
"284","Level II",63.7788858183204,"Population Studies","0032-4728",1,NA,2.042,0.981666666666667,1.68666666666667
"285","Level IV",20,"Problems of Economics","0032-9436",1,NA,NA,NA,NA
"286","Level I-A",150,"Psychological Bulletin","0033-2909",NA,5,23.496,9.631,16.831
"287","Level IV",20,"Psychological Reports","0033-2941",NA,1,1.115,0.316666666666667,1.075
"288","Level I-B",120,"Psychological Review","0033-295X",NA,5,8.61466666666667,4.381,6.78
"289","Level II",60,"Psychometrika","0033-3123",NA,3,2.39533333333333,1.715,2.26366666666667
"290","Level I-B",120,"Public Administration: An International Quarterly","0033-3298",NA,5,3.40266666666667,1.081,2.43166666666667
"291","Level I-B",120,"Public Administration Review","0033-3352",1,5,5.72133333333333,1.66133333333333,4.43766666666667
"292","Level IV",20,"Public Finance","0033-3476",1,NA,NA,NA,NA
"293","Level II",60,"Public Opinion Quarterly","0033-362X",NA,3,3.169,1.95766666666667,2.60133333333333
"294","Level IV",20,"Public Policy","0033-3646",1,NA,NA,NA,NA
"295","No Level",NA,"Quality Progress","0033-524X",NA,1,NA,NA,NA
"296","Level I-A",150,"Quarterly Journal of Economics","0033-5533",1,5,14.143,21.0336666666667,10.3376666666667
"297","Level IV",20,"Quarterly Review of Economics and Business","0033-5797",1,NA,NA,NA,NA
"298","Level II",60,"R and D Management","0033-6807",NA,3,3.216,0.557,2.373
"299","Level II",81.6538567803778,"Regional Studies","0034-3404",1,3,3.94233333333333,1.03,3.17766666666667
"300","Level IV",20,"Rehabitation Counseling Bulletin","0034-3552",NA,1,1.39233333333333,0.266666666666667,0.980333333333333
"301","Level III",40,"Relations Industrielles/Industrial Relations","0034-379X",NA,2,0.520666666666667,0.130333333333333,0.446
"302","Level IV",20,"Review of Black Political Economy","0034-6446",1,NA,NA,NA,NA
"303","Level I-A",150,"Review of Economic Studies","0034-6527",1,5,6.34,10.0933333333333,4.704
"304","Level I-A",150,"Review of Economics and Statistics","0034-6535",1,5,5.377,5.50533333333333,3.83033333333333
"305","Level II",60,"Review of Income and Wealth","0034-6586",1,3,1.69633333333333,0.949666666666667,1.273
"306","Level IV",20,"Review of Marketing and Agricultural Economics","0034-6616",1,NA,NA,NA,NA
"307","No Level",NA,"Nutrition & Food Science","0034-6659",NA,1,NA,NA,NA
"308","Level IV",20,"Review of Social Economy","0034-6764",1,2,NA,NA,NA
"309","Level IV",20,"Review of Economic Conditions in Italy","0034-6799",1,NA,NA,NA,NA
"310","Level IV",20,"Revista Brasileira de Economia","0034-7140",1,NA,NA,NA,NA
"311","Level IV",27.4191415222841,"Revista de Saude Publica","0034-8910",NA,1,2.325,0.56,1.87566666666667
"312","Level IV",20,"Revue de Science Financière","0035-1741",1,NA,NA,NA,NA
"313","Level IV",20,"Recma: Revue Internationale de l'Economie Sociale","0035-2020",1,NA,NA,NA,NA
"314","Level IV",20,"Revue Economique","0035-2764",1,NA,NA,NA,NA
"315","Level IV",20,"Revue Roumaine des Sciences Sociales; Série Sciences Economiques","0035-404X",1,NA,NA,NA,NA
"316","Level IV",20,"Ricerche Economiche","0035-5054",1,NA,NA,NA,NA
"317","Level IV",20,"Risparmio","0035-5615",1,NA,NA,NA,NA
"318","Level IV",20,"Rivista di Economia Agraria","0035-6190",1,NA,NA,NA,NA
"319","Level IV",20,"Rivista di Politica Economica","0035-6468",1,NA,NA,NA,NA
"320","Level IV",20,"Rivista di Statistica Applicata","0035-6549",1,NA,NA,NA,NA
"321","Level IV",20,"RISEC: International Review of Economics and Business","0035-6751",1,NA,NA,NA,NA
"322","Level IV",20,"Rivista Internazionale di Scienze Economiche e Commerciali","0035-6751",1,NA,NA,NA,NA
"323","Level IV",20,"Rivista Internazionale di Scienze Sociali","0035-676X",1,NA,NA,NA,NA
"324","Level IV",20,"L'Impresa","0035-6816",1,NA,NA,NA,NA
"325","Level IV",20,"Journal of the Royal Statistical Society, Series A","0035-9238",1,NA,NA,NA,NA
"326","Level II",60,"Journal of the Royal Statistical Society Series C (Applied Statistics)","0035-9254",NA,3,1.8,1.36066666666667,1.56133333333333
"327","Level III",40,"Scandinavian Journal of Psychology","0036-5564",NA,2,1.77066666666667,0.551333333333333,1.42533333333333
"328","Level IV",20,"Schmollers Jahrbuch für Wirtschafts– und Sozialwissenschaften","0036-6234",1,NA,NA,NA,NA
"329","Level III",40,"Science and Society","0036-8237",1,2,0.781333333333333,0.228666666666667,0.571666666666667
"330","Level III",40,"Scottish Journal of Political Economy","0036-9292",1,2,0.715333333333333,0.222,0.631
"331","Level IV",20,"Social and Economic Studies","0037-7651",1,NA,NA,NA,NA
"332","Level II",60,"Social Forces","0037-7732",NA,3,3.17833333333333,1.71366666666667,2.13333333333333
"333","Level IV",25.0691073934373,"Social Research","0037-783X",1,NA,0.644,0.216,0.386333333333333
"334","Level IV",20,"Social Security Bulletin","0037-7910",1,NA,NA,NA,NA
"335","Level II",62.6247637595638,"Social Service Review","0037-7961",1,NA,2.192,0.868,1.36733333333333
"336","Level II",61.6998348057173,"Socio-Economic Planning Sciences","0038-0121",1,2,2.8425,0.6415,2.65166666666667
"337","Level II",60,"Sociological Review","0038-0261",NA,3,2.48533333333333,0.913333333333333,2.15933333333333
"338","Level III",40,"Sociologie du Travail","0038-0296",NA,2,0.464666666666667,0.266666666666667,0.424
"339","Level I-B",120,"Sociology","0038-0385",NA,5,3.332,1.25933333333333,2.80733333333333
"340","Level IV",30.0366724149877,"South African Journal of Economics","0038-2280",1,1,1.02866666666667,0.226666666666667,0.938666666666667
"341","Level III",43.2163574153072,"Southern Economic Journal","0038-4038",1,2,1.056,0.624333333333333,0.849333333333333
"342","Level IV",20,"Southern Quarterly","0038-4496",1,NA,NA,NA,NA
"343","Level III",47.7779523215454,"Social Science Quarterly","0038-4941",1,NA,1.37433333333333,0.639,0.982
"344","Level IV",20,"Soviet and Eastern European Foreign Trade","0038-5263",1,NA,NA,NA,NA
"345","Level IV",20,"Soviet Studies","0038-5859",1,NA,NA,NA,NA
"346","Level IV",20,"Sozialer Fortschritt/German Review of Social Policy","0038-609X",1,NA,NA,NA,NA
"347","Level IV",20,"Statistica","0039-0380",1,NA,NA,NA,NA
"348","Level IV",37.585288953259,"Statistica Neerlandica","0039-0402",1,NA,0.802,0.551666666666667,0.640333333333333
"349","Level IV",20,"Statsokonomisk Tidsskrift","0039-0720",1,NA,NA,NA,NA
"350","Level IV",20,"Studi Economici","0039-2928",1,NA,NA,NA,NA
"351","Level I-C",90.0217507718064,"Studies in Family Planning","0039-3665",1,NA,3.495,1.53533333333333,2.07333333333333
"352","Level IV",20,"Survey of Current Business","0039-6222",1,NA,NA,NA,NA
"353","Level IV",20,"Tahghighat-e-Eghtesadi","0039-8969",1,NA,NA,NA,NA
"354","No Level",NA,"Education and Training","0040-0912",NA,1,NA,NA,NA
"355","Level II",60,"Technological Forecasting and Social Change","0040-1625",NA,3,4.30066666666667,0.756333333333333,4.264
"356","Level IV",20,"Journal of Textile Institute","0040-5000",NA,1,1.28133333333333,0.198,1.15866666666667
"357","Level III",41.0106583797811,"Theory and Decision","0040-5833",1,2,0.858333333333333,0.661333333333333,0.666666666666667
"358","Level IV",20,"Tijdschrift voor economische en sociale geografie","0040-747X",NA,1,1.35466666666667,0.354,0.885
"359","No Level",NA,"Town Planning Review","0041-0020",NA,2,NA,NA,NA
"360","Level II",60,"Transportation Science","0041-1655",NA,3,4.50033333333333,1.63333333333333,3.344
"361","Level V",11.9143092436303,"El Trimestre Economico","0041-3011",1,NA,0.265,0.0626666666666667,0.286666666666667
"362","Level IV",20,"University of Washington Business Review","0042-0298",1,NA,NA,NA,NA
"363","Level IV",20,"Die Unternehmung/Swiss Journal of Business Research and Practice","0042-059X",1,NA,NA,NA,NA
"364","Level II",79.1133758497401,"Urban Studies","0042-0980",1,3,3.565,1.04066666666667,2.90133333333333
"365","Level I-C",98.8670075298165,"Water Resources Research","0043-1397",1,NA,4.891,1.434,4.27066666666667
"366","Level IV",20,"Weltwirtschaftliches Archiv","0043-2636",1,NA,NA,NA,NA
"367","Level IV",20,"Weltwirtschaftliches Archiv/Review of World Economics","0043-2636",1,NA,NA,NA,NA
"368","Level IV",20,"Wirtschaft und Recht","0043-6135",1,NA,NA,NA,NA
"369","Level IV",20,"Wirtschaft und Wettbewerb","0043-6151",1,NA,NA,NA,NA
"370","Level IV",20,"Wirtschaftsdienst","0043-6275",1,NA,NA,NA,NA
"371","Level IV",20,"Wirtschaftspolitische Blätter","0043-6291",1,NA,NA,NA,NA
"372","Level IV",20,"Yale Economic Essays","0044-006X",1,NA,NA,NA,NA
"373","Level I-C",113.804925010956,"Yale Law Journal","0044-0094",1,NA,4.74266666666667,2.21066666666667,5.59533333333333
"374","Level IV",20,"Journal of Business Economics","0044-2372",1,NA,NA,NA,NA
"375","Level IV",20,"Zeitschrift für Betriebswirtschaft","0044-2372",1,NA,NA,NA,NA
"376","Level IV",20,"Zeitschrift für die gesamte Staatswissenschaft (JITE)","0044-2550",1,NA,NA,NA,NA
"377","Level IV",20,"Zeitschrift für Nationalökonomie","0044-3158",1,NA,NA,NA,NA
"378","Level IV",20,"Annals of Economic and Social Measurement","0044-832X",1,NA,NA,NA,NA
"379","Level IV",20,"Bank of Canada Review","0045-1460",1,NA,NA,NA,NA
"380","Level IV",20,"Czechoslovak Economic Digest","0045-9461",1,NA,NA,NA,NA
"381","Level IV",20,"Desarrollo Económico","0046-001X",1,NA,NA,NA,NA
"382","Level II",60,"European Journal of Social Psychology","0046-2772",NA,3,2.792,1.155,2.07933333333333
"383","Level II",60.016813658314,"Financial Management","0046-3892",1,3,2.14366666666667,0.786,1.39666666666667
"384","Level IV",37.6516328135428,"Inquiry","0046-9580",1,NA,0.928333333333333,0.479,0.891333333333333
"385","Level I-B",147.087697060832,"Journal of International Business Studies","0047-2506",1,5,9.37866666666667,2.32666666666667,7.69333333333333
"386","Level II",68.7949772516932,"Journal of Legal Studies","0047-2530",1,3,1.85166666666667,1.344,1.13066666666667
"387","Level II",60,"Journal of Multivariate Analysis","0047-259X",NA,3,1.24466666666667,1.01633333333333,1.058
"388","Level I-C",103.137091909016,"Journal of Public Economics","0047-2727",1,3,2.88633333333333,2.742,1.96533333333333
"389","Level II",60,"Journal of Small Business Management","0047-2778",NA,3,4.58433333333333,0.706,3.27633333333333
"390","Level II",60,"Journal of Social Policy","0047-2794",NA,3,2.671,0.851333333333333,2.383
"391","Level I-B",120,"Journal of Travel Research","0047-2875",NA,5,6.921,1.012,5.84466666666667
"392","Level IV",20,"Logistics and Transportation Review","0047-4991",1,NA,NA,NA,NA
"393","Level IV",20,"Malayan Economic Review","0047-5599",1,NA,NA,NA,NA
"394","Level IV",20,"ORDO: Jahrbuch fur die Ordnung von Wirtschaft und Gesellschaft","0048-2129",1,NA,NA,NA,NA
"395","Level III",40,"Personnel Review","0048-3486",NA,2,2.226,0.366666666666667,1.61033333333333
"396","Level IV",20,"Psihologija","0048-5705",NA,1,0.665333333333333,0.174666666666667,0.424666666666667
"397","Level II",60,"Public Choice","0048-5829",1,3,1.40166666666667,0.703666666666667,1.023
"398","Level I-B",127.335208597547,"Research Policy","0048-7333",1,5,7.44966666666667,1.94,5.14566666666667
"399","Level IV",20,"Review of Regional Studies","0048-749X",1,NA,NA,NA,NA
"400","Level II",84.3721860471971,"Transportation","0049-4488",1,2,3.932,1.134,3.56333333333333
"401","Level IV",20,"Quarterly Journal of International Agriculture","0049-8599",1,1,NA,NA,NA
"402","No Level",NA,"Annual Review of Information Science and Technology","0066-4200",NA,2,NA,NA,NA
"403","Level I-A",150,"Annual Review of Psychology","0066-4308",NA,5,28.711,12.324,20.2133333333333
"404","Level II",60,"Antipode","0066-4812",NA,3,3.82833333333333,1.343,3.11033333333333
"405","Level I-C",103.042160823775,"Demography","0070-3370",1,NA,3.90833333333333,2.01966666666667,2.71366666666667
"406","Level IV",20,"Economy and History","0070-8852",1,NA,NA,NA,NA
"407","Level IV",20,"Jahrbuch für Wirtschaftsgeschichte/Economic History Yearbook","0075-2800",1,NA,NA,NA,NA
"408","Level IV",20,"Kobe Economic and Business Review","0075-6407",1,NA,NA,NA,NA
"409","Level IV",20,"New Zealand Economic Papers","0077-9954",1,1,NA,NA,NA
"410","Level II",60,"Sociological Methodology","0081-1750",NA,3,3.34733333333333,1.97366666666667,1.59833333333333
"411","Level IV",20,"South African Journal of Psychology","0081-2463",NA,1,0.878333333333333,0.198,0.826
"412","Level IV",20,"Southern Journal of Agricultural Economics","0081-3052",1,NA,NA,NA,NA
"413","Level IV",20,"Journal of the Statistical and Social Inquiry Society of Ireland","0081-4776",1,NA,NA,NA,NA
"414","Level III",40,"Organizational Dynamics","0090-2616",NA,2,1.62,0.407333333333333,1.45333333333333
"415","Level III",40,"Journal of Community Psychology","0090-4392",NA,2,1.33633333333333,0.384,0.994333333333333
"416","Level I-B",120,"Human Resource Management (USA)","0090-4848",NA,5,3.80133333333333,0.93,2.628
"417","Level I-B",120,"Annals of Statistics","0090-5364",NA,5,4.19466666666667,4.499,2.691
"418","Level IV",28.4541297436196,"Rehabilitation Psychology","0090-5550",NA,1,2.182,0.663333333333333,1.542
"419","Level IV",20,"Journal of Behavioral Economics","0090-5720",1,NA,NA,NA,NA
"420","Level II",60,"Journal of Advertising","0091-3367",NA,3,4.606,1.04566666666667,4.23333333333333
"421","Level I-B",120,"Journal of the Academy of Marketing Science","0092-0703",NA,5,11.0336666666667,2.42466666666667,8.60233333333333
"422","Level III",40,"INFORMS Journal on Applied Analytics","0092-2102",1,2,1.07133333333333,0.425333333333333,0.797666666666667
"423","Level IV",20,"Review of Public Data Use","0092-2846",1,NA,NA,NA,NA
"424","Level I-B",136.073704432586,"Journal of Consumer Research","0093-5301",1,5,6.61833333333333,2.63966666666667,4.81433333333333
"425","Level I-C",99.6165360965666,"Journal of Urban Economics","0094-1190",1,3,3.338,2.147,2.53233333333333
"426","Level IV",20,"Journal of Peace Science","0094-3738",1,NA,NA,NA,NA
"427","Level IV",20,"Eastern Economic Journal","0094-5056",1,1,NA,NA,NA
"428","Level IV",20,"Federal Reserve Bank of Richmond Economic Review","0094-6893",1,NA,NA,NA,NA
"429","Level IV",20,"Peace Science Society (International) Papers","0094-8055",1,NA,NA,NA,NA
"430","Level III",40,"The Data Base for Advances in Information Systems","0095-0033",NA,2,1.07933333333333,0.243666666666667,1.03033333333333
"431","Level I-C",102.933748136432,"Journal of Environmental Economics and Management","0095-0696",1,3,4.31933333333333,1.822,3.41966666666667
"432","Level II",60,"Economic Inquiry","0095-2583",1,3,1.48533333333333,0.944333333333333,1.15966666666667
"433","Level III",40,"Administration and Society","0095-3997",NA,2,1.89,0.533,1.67433333333333
"434","Level III",40,"Journal of Portfolio Management","0095-4918",1,2,0.891333333333333,0.258,0.747333333333333
"435","Level IV",20,"Regional Science Perspectives","0097-1197",1,NA,NA,NA,NA
"436","Level IV",20,"Cityscape: A Journal of Policy Development and Research","0097-7195",1,NA,NA,NA,NA
"437","Level III",40,"Signs","0097-9740",NA,2,2.07233333333333,0.857666666666667,1.27733333333333
"438","Level IV",28.7401253333665,"Monthly Labor Review","0098-1818",1,NA,0.642333333333333,0.32,0.760333333333333
"439","Level IV",20,"Policy Analysis","0098-2067",1,NA,NA,NA,NA
"440","Level I-C",103.418209828191,"Population and Development Review","0098-7921",1,NA,4.044,1.97233333333333,3.03433333333333
"441","No Level",NA,"Advances in Consumer Research","0098-9258",NA,2,NA,NA,NA
"442","Level IV",20,"Journal of Education Finance","0098-9495",1,NA,NA,NA,NA
"443","Level IV",20,"Pesquisa e Planejamento Econômico","0100-0551",1,NA,NA,NA,NA
"444","Level IV",20,"Ensaios FEE","0101-1723",1,NA,NA,NA,NA
"445","Level IV",20,"Brazilian Journal of Political Economy","0101-3157",1,NA,NA,NA,NA
"446","Level IV",20,"Revista de Economia Política","0101-3157",1,NA,NA,NA,NA
"447","Level IV",20,"Revista de Economia Política/Brazilian Journal of Political Economy","0101-3157",1,NA,NA,NA,NA
"448","Level IV",20,"Estudos Economicos","0101-4161",1,NA,NA,NA,NA
"449","Level IV",20,"Revista de Econometria","0101-7012",1,NA,NA,NA,NA
"450","No Level",NA,"Pesquisa Operacional","0101-7438",NA,1,NA,NA,NA
"451","Level IV",20,"Análise Econômica","0102-9924",1,NA,NA,NA,NA
"452","Level IV",20,"Revista de Economia e Sociologia Rural","0103-2003",1,NA,NA,NA,NA
"453","Level IV",20,"Nova Economia","0103-6351",1,NA,NA,NA,NA
"454","Level IV",20,"Economia e Sociedade","0104-0618",1,NA,NA,NA,NA
"455","No Level",NA,"Pacific Accounting Review","0114-0582",NA,1,NA,NA,NA
"456","Level IV",20,"Philippine Review of Economics and Business","0115-9011",1,NA,NA,NA,NA
"457","Level IV",20,"Asian Development Review","0116-1105",1,NA,NA,NA,NA
"458","Level IV",20,"Lecturas de Economia","0120-2596",1,NA,NA,NA,NA
"459","Level IV",20,"Apuntes del CENES","0120-3053",1,NA,NA,NA,NA
"460","Level IV",20,"Coyuntura Económica: Investigación Económica y Social","0120-3576",1,NA,NA,NA,NA
