Level,Points,Journal,ISSN,Econ,ABS,I,A,T,B.Points,,,
Level III,51.746,Utilities Policy,0957-1787,1,1,2.285,0.483,2.117,51.746,,,
Level III,51.359,Review of World Economics/Weltwirtschaftliches Archiv,1610-2878,1,2,1.613,0.669,1.018,51.359,,,
Level III,51.288,International Entrepreneurship and Management Journal,1554-7191,1,1,3.067,0.351,2.805,51.288,,,
Level III,51.042,Dynamic Games and Applications,2153-0785,1,1,1.399,0.758,1.180,51.042,,,
Level III,50.816,Journal of Geographical Systems,1435-5930,1,0,1.812,0.578,1.256,50.816,,,
Level III,50.754,Information Economics and Policy,0167-6245,1,2,1.597,0.654,1.293,50.754,,,
Level III,50.580,Journal of Demographic Economics,2054-0892,1,0,1.060,0.975,0.853,50.580,,,
Level III,50.390,Eurasian Geography and Economics,1538-7216,1,2,1.811,0.565,1.462,50.390,,,
Level III,50.297,Decision Analysis,1545-8490,1,1,1.590,0.640,1.115,50.297,,,
Level III,50.130,Economics and Philosophy,0266-2671,1,2,1.358,0.742,1.066,50.130,,,
Level III,49.730,International Regional Science Review,0160-0176,1,0,1.758,0.560,1.803,49.730,,,
Level III,49.693,Journal of Development Effectiveness,1943-9342,1,0,1.424,0.690,1.398,49.693,,,
Level III,49.563,Journal of Environmental Planning and Management,0964-0568,1,0,2.134,0.457,1.847,49.563,,,
Level III,49.266,Journal of Forest Economics,1104-6899,1,2,2.031,0.472,1.636,49.266,,,
Level III,49.244,Research in Transportation Economics,0739-8859,1,1,2.095,0.457,1.562,49.244,,,
Level III,49.116,Fiscal Studies,0143-5671,1,2,1.228,0.774,1.031,49.116,,,
Level III,48.759,Economic Modelling,0264-9993,1,2,2.131,0.437,1.894,48.759,,,
Level III,48.627,Environmental Values,0963-2719,1,0,2.113,0.437,1.981,48.627,,,
Level III,48.539,Development Policy Review,0950-6764,1,0,1.691,0.543,1.270,48.539,,,
Level III,48.522,Pacific-Basin Finance Journal,0927-538X,1,2,2.257,0.407,1.809,48.522,,,
Level III,48.498,Maritime Economics and Logistics,1479-2931,1,1,2.023,0.453,1.651,48.498,,,
Level III,48.373,Swiss Political Science Review,1424-7755,1,0,1.429,0.637,1.519,48.373,,,
Level III,48.203,National Tax Journal,0028-0283,1,2,1.126,0.800,0.675,48.203,,,
Level III,48.157,Telecommunications Policy,0308-5961,1,1,2.233,0.402,2.104,48.157,,,
Level III,48.035,Bulletin of Indonesian Economic Studies,0007-4918,1,1,1.505,0.593,1.587,48.035,,,
Level III,47.855,Review of Economics of the Household,1569-5239,1,2,1.332,0.662,1.232,47.855,,,
Level III,47.778,Social Science Quarterly,0038-4941,1,0,1.374,0.639,0.982,47.778,,,
Level III,47.683,Housing Policy Debate,1051-1482,1,0,1.637,0.533,1.529,47.683,,,
Level III,47.515,Journal of African Economies,0963-8024,1,2,1.450,0.596,0.930,47.515,,,
Level III,46.962,Journal of Pension Economics and Finance,1474-7472,1,2,1.333,0.627,1.176,46.962,,,
Level III,46.808,Review of International Economics,0965-7576,1,2,1.385,0.598,1.041,46.808,,,
Level III,46.805,Journal of Cultural Economics,0885-2545,1,2,1.696,0.488,1.747,46.805,,,
Level III,46.790,Mathematics and Financial Economics,1862-9679,1,0,1.062,0.779,1.110,46.790,,,
Level III,46.553,"Journal of Neuroscience, Psychology, and Economics",1937-321X,1,0,1.377,0.592,0.797,46.553,,,
Level III,46.296,Journal of Mental Health Policy and Economics,1091-4358,1,0,1.418,0.566,0.828,46.296,,,
Level III,46.221,AStA: Advances in Statistical Analysis,1863-8171,1,0,1.131,0.706,0.890,46.221,,,
Level III,46.133,Journal of Agricultural and Resource Economics,1068-5502,1,2,1.636,0.486,1.157,46.133,,,
Level III,45.975,Journal of International Economic Law,1369-3034,1,0,1.558,0.505,1.820,45.975,,,
Level III,45.911,Australian Journal of Agricultural and Resource Economics,1364-985X,1,2,1.769,0.443,1.414,45.911,,,
Level III,45.687,International Tax and Public Finance,0927-5940,1,2,1.204,0.642,0.905,45.687,,,
Level III,45.542,Structural Change and Economic Dynamics,0954-349X,1,2,1.877,0.408,1.707,45.542,,,
Level III,44.357,Latin American Politics and Society,1531-426X,1,0,1.159,0.613,0.914,44.357,,,
Level III,44.306,Journal of Transport Economics and Policy,0022-5258,1,2,1.418,0.499,1.087,44.306,,,
Level III,44.287,Cliometrica,1863-2505,1,2,1.048,0.675,1.059,44.287,,,
Level III,44.212,Statistical Papers,0932-5026,1,0,1.245,0.565,1.267,44.212,,,
Level III,43.959,Mathematical Methods of Operations Research,1432-2994,1,1,1.047,0.661,0.955,43.959,,,
Level III,43.764,Economic Development Quarterly,0891-2424,1,0,1.639,0.417,1.040,43.764,,,
Level III,43.535,German Economic Review,1465-6485,1,2,1.174,0.573,0.719,43.535,,,
Level III,43.482,Journal of Human Development and Capabilities,1945-2829,1,0,1.621,0.414,1.158,43.482,,,
Level III,43.356,European Journal of Development Research,0957-8811,1,0,1.530,0.435,1.565,43.356,,,
Level III,43.216,Southern Economic Journal,0038-4038,1,2,1.056,0.624,0.849,43.216,,,
Level III,43.085,Journal of Behavioral and Experimental Economics,2214-8043,1,0,1.222,0.535,1.084,43.085,,,
Level III,43.012,Review of African Political Economy,0305-6244,1,0,1.279,0.509,1.003,43.012,,,
Level III,42.844,Journal of Forecasting,0277-6693,1,2,1.289,0.499,1.107,42.844,,,
Level III,42.599,Journal of Regulatory Economics,0922-680X,1,2,1.241,0.510,1.023,42.599,,,
Level III,42.503,Top,1134-5764,1,1,1.123,0.560,1.170,42.503,,,
Level III,42.433,Journal of Sports Economics,1527-0025,1,2,1.421,0.440,1.276,42.433,,,
Level III,42.191,World Economy,0378-5920,1,2,1.371,0.449,1.092,42.191,,,
Level III,42.152,International Review of Economics and Finance,1059-0560,1,2,1.769,0.347,1.523,42.152,,,
Level III,41.662,Journal of Macroeconomics,0164-0704,1,2,1.224,0.485,0.849,41.662,,,
Level III,41.662,Nonprofit Management and Leadership,1048-6682,1,1,1.781,0.333,1.741,41.662,,,
Level III,41.652,Journal of Economic Policy Reform,1748-7870,1,1,1.515,0.392,1.521,41.652,,,
Level III,41.529,International Labour Review,0020-7780,1,2,1.388,0.424,1.276,41.529,,,
Level III,41.404,Technology Analysis and Strategic Management,0953-7325,1,2,1.915,0.305,1.699,41.404,,,
Level III,41.298,Economic Systems,0939-3625,1,2,1.715,0.338,1.388,41.298,,,
Level III,41.260,CESifo Economic Studies,1610-241X,1,2,1.013,0.570,0.777,41.260,,,
Level III,41.171,Journal of Economic Interaction and Coordination,1860-711X,1,1,1.452,0.395,1.434,41.171,,,
Level III,41.060,Journal of Evolutionary Economics,0936-9937,1,2,1.483,0.384,1.321,41.060,,,
Level III,41.011,Theory and Decision,0040-5833,1,2,0.858,0.661,0.667,41.011,,,
Level III,40.799,Annals of Regional Science,0570-1864,1,2,1.460,0.383,1.387,40.799,,,
Level III,40.246,Macroeconomic Dynamics,1365-1005,1,2,0.991,0.543,0.838,40.246,,,
Level III,40.156,Statistical Methods and Applications,1618-2510,1,0,0.882,0.606,0.712,40.156,,,
Level III,40.091,Growth and Change,0017-4815,1,2,1.468,0.362,1.210,40.091,,,
Level III,40.000,American Journal of Economics and Sociology,0002-9246,1,2,0.528,0.130,0.386,19.596,,,
Level III,40.000,Annals of Economics and Finance,1529-7373,1,2,0.778,0.271,0.242,28.989,,,
Level III,40.000,Applied Economics,0003-6846,1,2,1.060,0.282,0.940,32.762,,,
Level III,40.000,Asia-Pacific Journal of Accounting and Economics,1608-1625,1,2,0.688,0.116,0.721,20.642,,,
Level III,40.000,Asia Pacific Business Review,1360-2381,1,2,1.240,0.192,0.878,30.257,,,
Level III,40.000,Asian Business and Management,1472-4782,1,2,1.446,0.213,1.534,33.113,,,
Level III,40.000,Australian Economic History Review,0004-8992,1,2,0.605,0.243,0.381,25.564,,,
Level III,40.000,Australian Journal of Management,0312-8962,1,2,1.479,0.253,1.133,35.464,,,
Level III,40.000,B.E. Journal of Economic Analysis and Policy: Advances in Economic Analysis and Policy,1935-1682,1,2,0.547,0.324,0.385,27.281,,,
Level III,40.000,B.E. Journal of Economic Analysis and Policy: Contributions to Economic Analysis and Policy,1935-1682,1,2,0.547,0.324,0.385,27.281,,,
Level III,40.000,B.E. Journal of Economic Analysis and Policy: Frontiers of Economic Analysis and Policy,1935-1682,1,2,0.547,0.324,0.385,27.281,,,
Level III,40.000,B.E. Journal of Economic Analysis and Policy: Topics in Economic Analysis and Policy,1935-1682,1,2,0.547,0.324,0.385,27.281,,,
Level III,40.000,B.E. Journal of Macroeconomics: Advances in Macroeconomics,1935-1690,1,2,0.488,0.291,0.477,25.257,,,
Level III,40.000,B.E. Journal of Macroeconomics: Contributions to Macroeconomics,1935-1690,1,2,0.488,0.291,0.477,25.257,,,
Level III,40.000,B.E. Journal of Macroeconomics: Frontiers of Macroeconomics,1935-1690,1,2,0.488,0.291,0.477,25.257,,,
Level III,40.000,B.E. Journal of Macroeconomics: Topics in Macroeconomics,1935-1690,1,2,0.488,0.291,0.477,25.257,,,
Level III,40.000,B.E. Journal of Theoretical Economics: Advances in Theoretical Economics,1935-1704,1,2,0.284,0.211,0.213,18.680,,,
Level III,40.000,B.E. Journal of Theoretical Economics: Contributions to Theoretical Economics,1935-1704,1,2,0.284,0.211,0.213,18.680,,,
Level III,40.000,B.E. Journal of Theoretical Economics: Frontiers of Theoretical Economics,1935-1704,1,2,0.284,0.211,0.213,18.680,,,
Level III,40.000,B.E. Journal of Theoretical Economics: Topics in Theoretical Economics,1935-1704,1,2,0.284,0.211,0.213,18.680,,,
Level III,40.000,Bulletin of Economic Research,0307-3378,1,2,0.513,0.193,0.341,22.265,,,
Level III,40.000,Canadian Journal of Agricultural Economics,0008-3976,1,2,1.183,0.309,0.872,35.169,,,
Level III,40.000,Contemporary Economic Policy,1074-3529,1,2,1.135,0.447,0.984,39.436,,,
Level III,40.000,Defence and Peace Economics,1024-2694,1,2,1.241,0.295,1.206,35.161,,,
Level III,40.000,Economic Record,0013-0249,1,2,1.010,0.384,0.779,35.888,,,
Level III,40.000,Economics of Transition,0967-0750,1,2,1.066,0.311,0.914,33.965,,,
Level III,40.000,Emerging Markets Finance and Trade,1540-496X,1,2,0.932,0.167,0.992,26.096,,,
Level III,40.000,Empirical Economics,0377-7332,1,2,1.204,0.430,1.104,39.706,,,
Level III,40.000,Geneva Papers on Risk and Insurance: Issues and Practice,1018-5895,1,2,0.933,0.266,0.716,30.713,,,
Level III,40.000,Geneva Risk and Insurance Review,1554-964X,1,2,0.747,0.529,0.563,36.136,,,
Level III,40.000,Geneva Risk and Insurance Review,1554-964X,1,2,0.747,0.529,0.563,36.136,,,
Level III,40.000,History of Political Economy,0018-2702,1,2,0.928,0.354,1.132,33.873,,,
Level III,40.000,Information Systems and e-Business Management,1617-9846,1,2,1.739,0.276,1.540,38.669,,,
Level III,40.000,INFORMS Journal on Applied Analytics,0092-2102,1,2,1.071,0.425,0.798,37.975,,,
Level III,40.000,International Journal of Economic Theory,1742-7355,1,2,0.303,0.174,0.246,17.839,,,
Level III,40.000,International Journal of Game Theory,0020-7276,1,2,0.671,0.608,0.560,36.534,,,
Level III,40.000,International Journal of Manpower,0143-7720,1,2,1.168,0.292,0.832,34.323,,,
Level III,40.000,International Review of Law and Economics,0144-8188,1,2,0.975,0.495,0.760,38.742,,,
Level III,40.000,Journal of Behavioral Finance,1542-7560,1,2,1.150,0.255,0.807,32.558,,,
Level III,40.000,Journal of Derivatives,1074-1240,1,2,0.577,0.199,0.437,23.446,,,
Level III,40.000,Journal of Economic Issues,0021-3624,1,2,0.816,0.147,0.640,23.780,,,
Level III,40.000,Journal of Economics (Zeitschrift für Nationalökonomie),0931-8658,1,2,1.214,0.337,1.180,36.573,,,
Level III,40.000,Journal of Institutional and Theoretical Economics,0932-4569,1,2,0.427,0.232,0.309,22.256,,,
Level III,40.000,Journal of International Development,0954-1748,1,2,1.293,0.408,1.038,39.969,,,
Level III,40.000,Journal of Labor Research,0195-3613,1,2,0.788,0.346,0.582,31.743,,,
Level III,40.000,Journal of Management and Organization,1833-3672,1,2,1.383,0.216,1.382,32.773,,,
Level III,40.000,Journal of Policy Modeling,0161-8938,1,2,1.451,0.304,1.326,37.549,,,
Level III,40.000,Journal of Portfolio Management,0095-4918,1,2,0.891,0.258,0.747,29.892,,,
Level III,40.000,Journal of Post Keynesian Economics,0160-3477,1,2,0.760,0.198,0.644,25.784,,,
Level III,40.000,Journal of Public Economic Theory,1097-3923,1,2,0.911,0.420,1.017,35.722,,,
Level III,40.000,Journal of Risk,1465-1211,1,2,0.608,0.237,0.542,25.380,,,
Level III,40.000,Journal of the Japanese and International Economies,0889-1583,1,2,0.921,0.311,0.845,32.267,,,
Level III,40.000,Journal of World Trade,1011-6702,1,2,0.730,0.221,0.815,26.404,,,
Level III,40.000,Labor History,0023-656X,1,2,0.592,0.222,0.631,24.576,,,
Level III,40.000,Manchester School,1463-6786,1,2,0.697,0.307,0.560,29.163,,,
Level III,40.000,Mathematical Social Sciences,0165-4896,1,2,0.666,0.457,0.604,32.981,,,
Level III,40.000,North American Journal of Economics and Finance,1062-9408,1,2,1.419,0.286,1.277,36.469,,,
Level III,40.000,Open Economies Review,0923-7992,1,2,1.130,0.370,1.185,36.845,,,
Level III,40.000,Pacific Economic Review,1361-374X,1,2,0.665,0.240,0.503,26.292,,,
Level III,40.000,Review of Derivatives Research,1380-6645,1,2,0.667,0.323,0.382,29.212,,,
Level III,40.000,Review of Development Economics,1363-6669,1,2,0.769,0.242,0.699,27.771,,,
Level III,40.000,Review of Economic Design,1434-4742,1,2,0.505,0.493,0.359,30.720,,,
Level III,40.000,Review of Industrial Organization,0889-938X,1,2,0.867,0.453,0.666,36.065,,,
Level III,40.000,Revue Canadienne des Sciences de l'Administration/Canadian Journal of Administrative Sciences,0825-0383,1,2,1.055,0.166,0.760,27.171,,,
Level III,40.000,Science and Society,0036-8237,1,2,0.781,0.229,0.572,27.364,,,
Level III,40.000,Scottish Journal of Political Economy,0036-9292,1,2,0.715,0.222,0.631,26.259,,,
Level III,40.000,Studies in Nonlinear Dynamics and Econometrics,1081-1826,1,2,0.772,0.354,0.612,31.753,,,
Level III,40.000,Tourism Economics,1354-8166,1,2,1.381,0.196,1.286,31.644,,,
Level III,40.000,Yorkshire Bulletin of Economic and Social Research,0307-3378,1,2,0.513,0.193,0.341,22.265,,,
Level IV,39.475,Entrepreneurship Research Journal,2194-6175,1,0,1.902,0.268,1.506,39.475,,,
Level IV,38.909,SERIEs,1869-4187,1,1,0.923,0.529,0.715,38.909,,,
Level IV,38.854,International Review of Finance,1369-412X,1,0,1.176,0.414,0.872,38.854,,,
Level IV,38.795,International Finance,1367-0271,1,0,1.028,0.471,0.669,38.795,,,
Level IV,38.687,"Politics, Philosophy and Economics",1470-594X,1,0,0.973,0.494,0.707,38.687,,,
Level IV,38.432,Canadian Journal of Development Studies,0225-5189,1,0,1.230,0.383,0.950,38.432,,,
Level IV,38.390,Agribusiness,0742-4477,1,0,1.515,0.310,1.333,38.390,,,
Level IV,38.275,Engineering Economist,0013-791X,1,0,1.631,0.286,1.362,38.275,,,
Level IV,38.243,World Trade Review,1474-7456,1,0,1.210,0.384,1.227,38.243,,,
Level IV,38.015,"Nonlinear Dynamics, Psychology, and Life Sciences",1090-0578,1,0,1.392,0.328,1.282,38.015,,,
Level IV,37.772,Journal of Real Estate Research,0896-5803,1,0,1.280,0.351,1.150,37.772,,,
Level IV,37.652,Inquiry,0046-9580,1,0,0.928,0.479,0.891,37.652,,,
Level IV,37.585,Statistica Neerlandica,0039-0402,1,0,0.802,0.552,0.640,37.585,,,
Level IV,37.091,China Review,1680-2012,1,0,1.034,0.412,0.933,37.091,,,
Level IV,36.897,Review of Network Economics,2194-5993,1,0,0.810,0.518,0.193,36.897,,,
Level IV,36.827,Economic and Labour Relations Review,1035-3046,1,1,1.322,0.316,1.467,36.827,,,
Level IV,36.815,Federal Reserve Bank of St. Louis Review,0014-9187,1,0,0.847,0.492,0.565,36.815,,,
Level IV,36.420,Political Science Quarterly,0032-3195,1,0,0.909,0.445,0.857,36.420,,,
Level IV,36.247,Community Development Journal,0010-3802,1,0,1.292,0.309,0.786,36.247,,,
Level IV,34.984,Computational Economics,0927-7099,1,1,1.138,0.317,1.180,34.984,,,
Level IV,34.573,Critical Review,0891-3811,1,0,1.125,0.310,0.922,34.573,,,
Level IV,34.428,Asian Economic Policy Review,1832-8105,1,0,1.090,0.316,0.935,34.428,,,
Level IV,34.184,Metrika,0026-1335,1,0,0.743,0.454,0.756,34.184,,,
Level IV,33.640,Metroeconomica,0026-1386,1,1,1.090,0.296,1.177,33.640,,,
Level IV,33.203,China and World Economy,1671-2234,1,1,1.091,0.285,1.292,33.203,,,
Level IV,33.142,Central European Journal of Operations Research,1435-246X,1,1,1.186,0.260,1.330,33.142,,,
Level IV,32.591,Canadian Public Policy,0317-0861,1,0,0.967,0.304,0.774,32.591,,,
Level IV,32.554,Japan and the World Economy,0922-1425,1,1,1.024,0.287,0.622,32.554,,,
Level IV,32.498,Economics of Governance,1435-6104,1,1,0.944,0.309,0.705,32.498,,,
Level IV,32.047,Review of Keynesian Economics,2049-5323,1,0,0.972,0.289,0.748,32.047,,,
Level IV,31.943,De Economist,0013-063X,1,1,0.795,0.350,0.443,31.943,,,
Level IV,31.723,Journal of Computational Finance,1460-1559,1,1,0.762,0.358,0.732,31.723,,,
Level IV,31.700,International Journal of Health Economics and Management,2199-9023,1,0,0.764,0.356,0.652,31.700,,,
Level IV,31.588,International Journal of Sport Finance,1558-6235,1,1,1.077,0.250,0.583,31.588,,,
Level IV,31.538,African Development Review/Revue Africaine de Developpement,1017-6772,1,0,1.396,0.192,1.292,31.538,,,
Level IV,31.032,China Agricultural Economic Review,1756-137X,1,1,1.240,0.206,1.181,31.032,,,
Level IV,30.361,Economic and Social Review,0012-9984,1,1,0.893,0.269,0.593,30.361,,,
Level IV,30.246,Revista de Historia Económica,0212-6109,1,0,0.742,0.321,0.576,30.246,,,
Level IV,30.246,Revista de Historia Economica/Journal of Iberian and Latin American History,0212-6109,1,0,0.742,0.321,0.576,30.246,,,
Level IV,30.070,Natural Resource Modeling,0890-8575,1,0,0.895,0.261,0.936,30.070,,,
Level IV,30.037,South African Journal of Economics,0038-2280,1,1,1.029,0.227,0.939,30.037,,,
Level IV,29.250,Development Southern Africa,0376-835X,1,0,0.925,0.234,0.635,29.250,,,
Level IV,29.188,Journal of Economic Education,0022-0485,1,1,0.975,0.220,0.818,29.188,,,
Level IV,29.176,Journal of Competition Law and Economics,1744-6414,1,0,0.752,0.285,0.587,29.176,,,
Level IV,28.861,New Zealand Geographer,0028-8144,1,0,0.843,0.247,0.700,28.861,,,
Level IV,28.740,Monthly Labor Review,0098-1818,1,0,0.642,0.320,0.760,28.740,,,
Level IV,28.439,Indian Economic and Social History Review,0019-4646,1,0,0.575,0.347,0.500,28.439,,,
Level IV,28.109,Empirica,0340-8744,1,1,0.868,0.222,0.811,28.109,,,
Level IV,28.063,International Food and Agribusiness Management Review,1559-2448,1,0,1.021,0.188,0.876,28.063,,,
Level IV,26.978,"Economics: The Open-Access, Open-Assessment E-Journal",1864-6042,1,0,0.769,0.223,0.793,26.978,,,
Level IV,26.744,Review of Radical Political Economics,0486-6134,1,1,0.747,0.224,0.585,26.744,,,
Level IV,26.735,Post-Communist Economies,1463-1377,1,1,0.936,0.179,0.800,26.735,,,
Level IV,26.698,Asian Economic Papers,1535-3516,1,1,0.823,0.202,0.654,26.698,,,
Level IV,26.390,Asia Europe Journal,1610-2932,1,0,0.816,0.197,0.958,26.390,,,
Level IV,26.042,Natural Resources Journal,0028-0739,1,1,0.735,0.211,0.554,26.042,,,
Level IV,25.791,Developing Economies,0012-1533,1,0,0.741,0.204,0.633,25.791,,,
Level IV,25.723,Baltic Journal of Economics,1406-099X,1,1,0.989,0.151,0.967,25.723,,,
Level IV,25.718,FinanzArchiv,0015-2218,1,1,0.591,0.253,0.346,25.718,,,
Level IV,25.699,Journal of Applied Economics,1514-0326,1,1,0.724,0.206,0.516,25.699,,,
Level IV,25.321,Journal of International Trade and Economic Development,0963-8199,1,1,0.849,0.169,0.839,25.321,,,
Level IV,25.317,Journal of South Asian Development,0973-1741,1,0,0.617,0.232,0.435,25.317,,,
Level IV,25.266,Journal of the Asia Pacific Economy,1354-7860,1,1,0.795,0.179,0.724,25.266,,,
Level IV,25.162,Latin American Economic Review,2198-3526,1,0,0.736,0.191,0.726,25.162,,,
Level IV,25.069,Social Research,0037-783X,1,0,0.644,0.216,0.386,25.069,,,
Level IV,25.059,European Journal of Law and Economics,0929-1261,1,1,0.708,0.196,0.659,25.059,,,
