"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,ISSN,Journal Impact Factor,5-Year Impact Factor,Article Influence Score
378,CHEST,0012-3692,7.652,7.854,2.586
379,AGING CELL,1474-9726,7.627,6.916,2.299
380,eLife,2050-084X,7.616,8.508,5.108
381,JOURNAL OF AUTOIMMUNITY,0896-8411,7.607,6.843,2.120
382,EPIDEMIOLOGIC REVIEWS,0193-936X,7.583,9.355,4.196
383,CURRENT OPINION IN CHEMICAL BIOLOGY,1367-5931,7.572,7.177,2.684
384,THYROID,1050-7256,7.557,5.769,1.635
385,Cellular & Molecular Immunology,1672-7681,7.551,6.748,1.877
386,AMERICAN JOURNAL OF KIDNEY DISEASES,0272-6386,7.543,7.089,2.488
387,Optica,2334-2536,7.536,7.776,3.478
388,NEW ASTRONOMY REVIEWS,1387-6473,7.500,6.389,3.160
389,EARTH-SCIENCE REVIEWS,0012-8252,7.491,9.452,3.421
390,OPHTHALMOLOGY,0161-6420,7.479,7.656,2.576
391,RADIOLOGY,0033-8419,7.469,7.964,2.498
392,NEUROSCIENTIST,1073-8584,7.461,7.873,2.768
393,IEEE SIGNAL PROCESSING MAGAZINE,1053-5888,7.451,12.059,4.539
394,JOURNAL OF NUCLEAR MEDICINE,0161-5505,7.439,6.893,1.851
395,NEW PHYTOLOGIST,0028-646X,7.433,7.833,2.631
396,Advanced Optical Materials,2195-1071,7.430,7.010,2.003
397,EMERGING INFECTIOUS DISEASES,1080-6040,7.422,6.965,2.562
398,ChemSusChem,1864-5631,7.411,7.575,1.671
399,Nano-Micro Letters,2311-6706,7.381,5.117,0.913
400,IEEE Transactions on Smart Grid,1949-3053,7.365,8.743,2.303
401,INTERNATIONAL JOURNAL OF CANCER,0020-7136,7.360,5.933,1.636
401,Mucosal Immunology,1933-0219,7.360,7.380,2.900
403,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,0269-2813,7.357,6.743,2.281
404,CURRENT OPINION IN PLANT BIOLOGY,1369-5266,7.349,7.313,2.833
405,ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686,7.346,8.973,1.996
406,MOLECULAR ASPECTS OF MEDICINE,0098-2997,7.344,11.059,3.468
407,JOURNAL OF MARKETING,0022-2429,7.338,9.592,3.580
408,Journal of Hematology & Oncology,1756-8722,7.333,6.457,1.450
409,ENVIRONMENT INTERNATIONAL,0160-4120,7.297,7.721,1.811
410,Conservation Letters,1755-263X,7.279,7.857,2.940
411,DIABETES,0012-1797,7.273,8.154,2.966
412,LAND DEGRADATION & DEVELOPMENT,1085-3278,7.270,6.564,1.092
413,GigaScience,2047-217X,7.267,10.742,5.304
414,Advances in Catalysis,0360-0564,7.250,8.083,2.394
415,Nanoscale,2040-3364,7.233,7.713,1.704
416,PSYCHOLOGICAL REVIEW,0033-295X,7.230,8.572,4.156
416,PSYCHOLOGICAL REVIEW,0033-295X,7.230,8.572,4.156
418,BMJ Quality & Safety,2044-5415,7.226,6.463,2.185
418,BMJ Quality & Safety,2044-5415,7.226,6.463,2.185
420,NPG Asia Materials,1884-4049,7.208,8.970,2.318
421,SEMINARS IN IMMUNOLOGY,1044-5323,7.206,8.041,2.933
422,GASTROINTESTINAL ENDOSCOPY,0016-5107,7.204,6.373,1.796
423,MAYO CLINIC PROCEEDINGS,0025-6196,7.199,7.198,2.829
424,IEEE NETWORK,0890-8044,7.197,6.375,2.096
424,NEURAL NETWORKS,0893-6080,7.197,5.225,1.501
426,EUROPEAN JOURNAL OF CANCER,0959-8049,7.191,6.759,2.110
427,CURRENT OPINION IN STRUCTURAL BIOLOGY,0959-440X,7.179,6.580,3.311
428,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,0733-8716,7.172,8.183,2.716
429,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,0022-3050,7.144,6.923,2.516
430,Reviews in Aquaculture,1753-5123,7.139,6.207,1.551
431,Eurosurveillance,1560-7917,7.127,5.859,2.292
432,Redox Biology,2213-2317,7.126,7.613,1.844
433,Alcohol Research-Current Reviews,1535-7414,7.111,7.071,2.268
434,EXERCISE IMMUNOLOGY REVIEW,1077-5552,7.105,6.409,1.836
435,CARBON,0008-6223,7.082,7.088,1.390
436,SPORTS MEDICINE,0112-1642,7.074,8.173,2.293
437,Molecular Ecology Resources,1755-098X,7.059,6.073,2.010
438,WATER RESEARCH,0043-1354,7.051,7.621,1.499
439,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,0278-0046,7.050,7.623,2.025
440,2D Materials,2053-1583,7.042,8.099,2.646
441,Trends in Cancer,2405-8025,7.038,7.038,3.003
442,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,0165-9936,7.030,7.616,1.625
443,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,7.028,8.946,2.048
444,EUROPEAN JOURNAL OF EPIDEMIOLOGY,0393-2990,7.023,6.772,2.777
444,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,0020-7225,7.023,5.429,1.131
446,MOLECULAR THERAPY,1525-0016,7.008,6.913,2.165
447,Reviews of Environmental Contamination and Toxicology,0179-5953,7.000,5.495,1.127
448,FISH AND FISHERIES,1467-2960,6.990,8.075,2.577
449,Journal of Allergy and Clinical Immunology-In Practice,2213-2198,6.966,6.693,1.905
450,JOURNAL OF POWER SOURCES,0378-7753,6.945,6.686,1.200
451,SCHIZOPHRENIA BULLETIN,0586-7614,6.944,7.763,2.590
451,SCHIZOPHRENIA BULLETIN,0586-7614,6.944,7.763,2.590
453,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,0190-9622,6.898,6.449,1.923
454,PROGRESS IN HUMAN GEOGRAPHY,0309-1325,6.885,8.432,2.935
455,ACS Photonics,2330-4022,6.880,6.963,2.343
456,FRONTIERS IN NEUROENDOCRINOLOGY,0091-3022,6.875,9.130,2.846
457,ONCOGENE,0950-9232,6.854,6.933,1.996
458,Advances in Nutrition,2161-8313,6.853,8.059,2.312
459,DRUG DISCOVERY TODAY,1359-6446,6.848,6.536,1.727
460,JOURNAL OF SERVICE RESEARCH,1094-6705,6.842,7.099,1.649
461,Biofabrication,1758-5082,6.838,6.896,1.399
462,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,0894-7317,6.827,5.638,1.826
463,HYPERTENSION,0194-911X,6.823,6.739,2.188
464,CANADIAN MEDICAL ASSOCIATION JOURNAL,0820-3946,6.818,7.126,2.744
465,IEEE TRANSACTIONS ON POWER ELECTRONICS,0885-8993,6.812,7.421,1.645
466,BRITISH JOURNAL OF PHARMACOLOGY,0007-1188,6.810,5.468,1.382
467,Annual Review of Animal Biosciences,2165-8102,6.775,6.477,2.077
468,Annual Review of Sociology,0360-0572,6.773,8.758,5.181
469,JOURNAL OF CATALYSIS,0021-9517,6.759,7.502,1.595
470,Annual Review of Nuclear and Particle Science,0163-8998,6.756,8.052,3.980
471,Cochrane Database of Systematic Reviews,1469-493X,6.754,7.669,2.622
471,JOURNAL OF INTERNAL MEDICINE,0954-6820,6.754,7.018,2.366
471,PROGRESS IN CARDIOVASCULAR DISEASES,0033-0620,6.754,5.283,1.740
474,CHEMICAL ENGINEERING JOURNAL,1385-8947,6.735,6.496,1.084
475,CELLULAR AND MOLECULAR LIFE SCIENCES,1420-682X,6.721,6.134,2.014
476,CURRENT OPINION IN MICROBIOLOGY,1369-5274,6.710,6.519,2.460
477,ACADEMY OF MANAGEMENT JOURNAL,0001-4273,6.700,11.254,5.301
478,Polymer Reviews,1558-3724,6.690,7.411,1.505
479,mBio,2150-7511,6.689,7.140,2.732
480,JAMA Ophthalmology,2168-6165,6.669,5.818,2.234
481,MODERN PATHOLOGY,0893-3952,6.655,6.178,1.949
482,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,6.653,7.250,1.646
483,Information Fusion,1566-2535,6.639,6.574,1.529
484,Journal of Crohns & Colitis,1873-9946,6.637,6.992,2.355
485,Astrophysical Journal Letters,2041-8205,6.634,5.572,2.550
486,CRITICAL CARE MEDICINE,0090-3493,6.630,7.153,2.449
487,ENDOSCOPY,0013-726X,6.629,6.232,1.813
488,GENOMICS PROTEOMICS & BIOINFORMATICS,1672-0229,6.615,Not Available,Not Available
489,IEEE Computational Intelligence Magazine,1556-603X,6.611,5.000,1.658
490,TRENDS IN FOOD SCIENCE & TECHNOLOGY,0924-2244,6.609,7.819,1.645
491,ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,1134-3060,6.605,6.915,2.717
492,DESALINATION,0011-9164,6.603,6.255,1.068
493,BLOOD REVIEWS,0268-960X,6.600,6.544,2.263
493,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,0161-4940,6.600,8.521,1.865
495,JOURNAL OF MEMBRANE SCIENCE,0376-7388,6.578,6.656,1.189
496,AMERICAN JOURNAL OF CLINICAL NUTRITION,0002-9165,6.549,7.685,2.472
497,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,1359-0286,6.548,7.105,2.210
498,CLINICAL PHARMACOLOGY & THERAPEUTICS,0009-9236,6.544,6.812,2.055
498,IUCrJ,2052-2525,6.544,6.575,2.790
498,NEUROPSYCHOPHARMACOLOGY,0893-133X,6.544,6.782,2.270
501,CURRENT OPINION IN NEUROBIOLOGY,0959-4388,6.541,6.917,3.469
502,CANCER,0008-543X,6.537,6.279,2.266
502,Stem Cell Reports,2213-6711,6.537,7.181,3.260
504,JOURNAL OF HUMAN RESOURCES,0022-166X,6.531,4.921,4.564
505,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,6.530,7.389,1.954
506,ANESTHESIOLOGY,0003-3022,6.523,6.546,1.946
507,Physics of the Dark Universe,2212-6864,6.509,6.008,2.307
508,Circulation-Cardiovascular Interventions,1941-7640,6.504,7.069,2.891
509,Nanomedicine-Nanotechnology Biology and Medicine,1549-9634,6.500,6.306,1.289
510,BRITISH JOURNAL OF ANAESTHESIA,0007-0912,6.499,6.371,1.724
511,AMERICAN JOURNAL OF TRANSPLANTATION,1600-6135,6.493,6.398,2.212
512,ORGANIC LETTERS,1523-7060,6.492,5.778,1.351
513,CANCER LETTERS,0304-3835,6.491,6.192,1.348
514,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,1460-8545,6.489,8.941,2.155
515,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,0021-9630,6.486,7.675,2.798
515,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,0021-9630,6.486,7.675,2.798
517,PSYCHOLOGICAL METHODS,1082-989X,6.485,10.315,5.467
518,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,1040-8363,6.481,5.598,1.444
519,JOURNAL OF ECONOMIC GROWTH,1381-4338,6.480,5.806,5.456
520,Journal of the National Comprehensive Cancer Network,1540-1405,6.471,5.133,1.883
521,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,2052-5206,6.467,4.173,1.052
522,REMOTE SENSING OF ENVIRONMENT,0034-4257,6.457,7.737,1.976
523,PROGRESS IN PHOTOVOLTAICS,1062-7995,6.456,5.601,1.320
524,JOURNAL OF INVESTIGATIVE DERMATOLOGY,0022-202X,6.448,6.880,2.115
525,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,1080-0549,6.442,5.131,1.441
526,ECONOMIC GEOGRAPHY,0013-0095,6.438,6.854,1.716
527,Seminars in Immunopathology,1863-2297,6.437,7.166,2.487
528,JOURNAL OF HAZARDOUS MATERIALS,0304-3894,6.434,6.513,1.182
529,Molecular Neurodegeneration,1750-1326,6.426,7.077,2.391
530,CRITICAL CARE,1466-609X,6.425,6.547,2.006
531,Advances in Cancer Research,0065-230X,6.422,6.573,1.708
532,CYTOKINE & GROWTH FACTOR REVIEWS,1359-6101,6.395,6.686,2.112
533,Acta Biomaterialia,1742-7061,6.383,7.160,1.432
534,Science Signaling,1945-0877,6.378,7.251,3.241
535,ENERGY CONVERSION AND MANAGEMENT,0196-8904,6.377,6.161,1.006
536,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,6.371,8.897,2.784
536,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,6.371,8.897,2.784
538,Methods in Ecology and Evolution,2041-210X,6.363,9.881,3.752
539,BULLETIN OF THE WORLD HEALTH ORGANIZATION,0042-9686,6.361,7.134,2.889
540,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,1939-5116,6.350,5.541,1.338
541,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,1093-7404,6.333,6.590,1.643
542,JOURNAL OF BONE AND MINERAL RESEARCH,0884-0431,6.314,6.766,2.208
543,CURRENT OPINION IN PHARMACOLOGY,1471-4892,6.313,5.384,1.664
544,CLINICAL NUCLEAR MEDICINE,0363-9762,6.309,4.626,0.882
545,CEREBRAL CORTEX,1047-3211,6.308,6.800,2.703
546,BRAIN BEHAVIOR AND IMMUNITY,0889-1591,6.306,6.514,1.935
547,PLANT BIOTECHNOLOGY JOURNAL,1467-7644,6.305,6.107,1.637
548,BRIEFINGS IN BIOINFORMATICS,1467-5463,6.302,7.065,2.943
549,Molecular Metabolism,2212-8778,6.291,6.748,2.670
550,CARDIOVASCULAR RESEARCH,0008-6363,6.290,6.159,1.991
550,CHEMICAL COMMUNICATIONS,1359-7345,6.290,6.064,1.436
552,JOURNAL OF MEDICINAL CHEMISTRY,0022-2623,6.253,5.900,1.495
552,JOURNAL OF PATHOLOGY,0022-3417,6.253,6.675,2.208
554,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0890-8567,6.250,8.169,2.912
554,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0890-8567,6.250,8.169,2.912
556,STROKE,0039-2499,6.239,6.610,2.274
557,Therapeutic Advances in Medical Oncology,1758-8340,6.238,5.173,1.385
558,IEEE Transactions on Sustainable Energy,1949-3029,6.235,7.261,1.922
559,Protein & Cell,1674-800X,6.228,4.326,1.502
560,INVESTIGATIVE RADIOLOGY,0020-9996,6.224,5.185,1.714
561,Circulation-Cardiovascular Imaging,1941-9651,6.221,7.503,2.932
562,PERIODONTOLOGY 2000,0906-6713,6.220,6.755,1.640
563,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,1756-9966,6.217,5.280,0.975
564,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,1040-8398,6.202,6.776,1.478
565,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,0047-2506,6.198,8.446,2.235
566,BRAIN PATHOLOGY,1015-6305,6.187,5.564,1.833
567,EBioMedicine,2352-3964,6.183,6.112,2.259
568,CRITICAL REVIEWS IN PLANT SCIENCES,0735-2689,6.162,6.515,1.803
569,Materials Research Letters,2166-3831,6.161,6.156,1.854
570,PLoS Pathogens,1553-7366,6.158,6.957,2.627
571,Social Issues and Policy Review,1751-2395,6.143,5.286,2.574
572,BREAST CANCER RESEARCH,1465-542X,6.142,6.272,1.878
573,ACS Sustainable Chemistry & Engineering,2168-0485,6.140,6.415,1.142
574,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,1084-9521,6.138,6.273,2.396
575,ACS Macro Letters,2161-1653,6.131,6.015,1.660
575,IEEE TRANSACTIONS ON MEDICAL IMAGING,0278-0062,6.131,5.546,1.732
575,MOLECULAR ECOLOGY,0962-1083,6.131,6.885,2.210
578,BRITISH JOURNAL OF DERMATOLOGY,0007-0963,6.129,5.257,1.582
579,PSYCHOLOGICAL SCIENCE,0956-7976,6.128,7.370,3.429
579,QUARTERLY REVIEWS OF BIOPHYSICS,0033-5835,6.128,6.203,2.942
581,AUTOMATICA,0005-1098,6.126,6.595,2.264
582,Brain Stimulation,1935-861X,6.120,5.896,1.914
583,Pigment Cell & Melanoma Research,1755-1471,6.115,4.833,1.585
584,Journal of Supply Chain Management,1523-2409,6.105,8.026,1.648
584,Particle and Fibre Toxicology,1743-8977,6.105,8.889,2.113
586,Clinical Epigenetics,1868-7083,6.091,5.799,1.703
587,Environmental Science-Nano,2051-8153,6.087,6.892,1.407
588,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,6.086,6.137,2.019
589,CANCER AND METASTASIS REVIEWS,0167-7659,6.081,6.817,1.757
590,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,0305-1846,6.059,5.084,1.689
591,AMERICAN JOURNAL OF SPORTS MEDICINE,0363-5465,6.057,6.699,1.785
592,ADDICTION,0965-2140,6.048,6.076,2.139
592,ADDICTION,0965-2140,6.048,6.076,2.139
592,ALLERGY,0105-4538,6.048,6.549,1.938
595,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,0271-678X,6.045,6.030,1.894
596,ANALYTICAL CHEMISTRY,0003-2700,6.042,6.035,1.371
597,IEEE Vehicular Technology Magazine,1556-6072,6.038,5.107,1.576
598,ACTA MATERIALIA,1359-6454,6.036,6.174,1.673
599,Emerging Microbes & Infections,2222-1751,6.032,6.225,2.142
600,Annual Review of Environment and Resources,1543-5938,6.025,9.870,3.277
600,Annual Review of Environment and Resources,1543-5938,6.025,9.870,3.277
602,DIABETOLOGIA,0012-186X,6.023,6.365,2.353
603,FREE RADICAL BIOLOGY AND MEDICINE,0891-5849,6.020,6.326,1.538
604,Acta Pharmaceutica Sinica B,2211-3835,6.014,Not Available,Not Available
604,Nanophotonics,2192-8606,6.014,7.020,2.529
606,ULTRASONICS SONOCHEMISTRY,1350-4177,6.012,5.737,0.817
607,JOURNAL OF BUSINESS VENTURING,0883-9026,6.000,9.069,2.620
607,MILBANK QUARTERLY,0887-378X,6.000,7.194,3.939
607,MILBANK QUARTERLY,0887-378X,6.000,7.194,3.939
607,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,0079-6565,6.000,8.584,3.243
611,LAB ON A CHIP,1473-0197,5.995,6.283,1.446
612,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,0924-2716,5.994,6.592,1.509
613,DIABETES OBESITY & METABOLISM,1462-8902,5.980,5.888,1.874
614,Journal of Materials Chemistry C,2050-7526,5.976,5.688,1.133
615,JOURNAL OF NEUROSCIENCE,0270-6474,5.971,6.518,2.654
616,METABOLISM-CLINICAL AND EXPERIMENTAL,0026-0495,5.963,4.647,1.264
617,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,5.958,7.315,2.709
618,PLANT PHYSIOLOGY,0032-0889,5.949,6.620,2.137
619,PHYSIOLOGY,1548-9213,5.947,6.553,2.346
620,Advances in Immunology,0065-2776,5.935,6.032,2.490
621,Acta Physiologica,1748-1708,5.930,4.155,1.041
622,BRITISH JOURNAL OF CANCER,0007-0920,5.922,5.950,1.722
623,TOURISM MANAGEMENT,0261-5177,5.921,7.080,1.007
624,CHEMISTRY & BIOLOGY,1074-5521,5.915,7.005,2.800
625,MACROMOLECULES,0024-9297,5.914,5.845,1.357
626,Mobile DNA,1759-8753,5.891,3.957,1.877
627,CONSERVATION BIOLOGY,0888-8892,5.890,5.755,2.052
628,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,1536-1276,5.888,5.855,1.644
629,ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392,5.878,8.663,6.248
629,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,0147-5185,5.878,5.723,1.618
631,CLADISTICS,0748-3007,5.877,5.594,1.857
632,BIOSCIENCE,0006-3568,5.876,6.708,2.478
633,IEEE Internet of Things Journal,2327-4662,5.874,8.385,2.059
634,Molecular Autism,2040-2392,5.872,6.188,2.004
634,Translational Neurodegeneration,2047-9158,5.872,Not Available,Not Available
636,Environmental Science & Technology Letters,2328-8930,5.869,6.687,1.977
637,BRITISH JOURNAL OF PSYCHIATRY,0007-1250,5.867,7.660,2.658
637,BRITISH JOURNAL OF PSYCHIATRY,0007-1250,5.867,7.660,2.658
639,RESUSCITATION,0300-9572,5.863,5.244,1.414
640,Internet and Higher Education,1096-7516,5.847,6.571,1.214
641,GLIA,0894-1491,5.846,6.151,1.922
642,Wiley Interdisciplinary Reviews-RNA,1757-7004,5.844,6.004,2.639
643,Clinical Journal of the American Society of Nephrology,1555-9041,5.835,5.862,2.140
644,Biomaterials Science,2047-4830,5.831,5.109,1.021
645,Current Topics in Microbiology and Immunology,0070-217X,5.829,4.427,1.670
646,IEEE Transactions on Information Forensics and Security,1556-6013,5.824,5.517,1.565
647,Nanotoxicology,1743-5390,5.811,6.218,1.282
648,BIORESOURCE TECHNOLOGY,0960-8524,5.807,5.978,0.973
649,Comprehensive Physiology,2040-4603,5.797,8.180,3.001
650,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,0021-972X,5.789,6.011,2.004
651,NUTRITION REVIEWS,0029-6643,5.788,7.281,2.145
652,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,1359-0294,5.785,7.188,1.947
653,Annual Review of Organizational Psychology and Organizational Behavior,2327-0608,5.775,9.127,4.081
653,PLANT JOURNAL,0960-7412,5.775,6.101,2.108
655,BMC BIOLOGY,1741-7007,5.770,7.436,3.204
656,JOURNAL OF MEDICAL GENETICS,0022-2593,5.751,5.742,2.545
657,mSystems,2379-5077,5.750,5.750,2.435
658,JOURNAL OF APPLIED ECOLOGY,0021-8901,5.742,6.160,1.975
659,BIOMACROMOLECULES,1525-7797,5.738,5.941,1.279
660,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,0022-3514,5.733,7.388,3.511
661,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,0002-9378,5.732,5.288,1.955
662,ARCHIVES OF TOXICOLOGY,0340-5761,5.728,5.779,1.225
663,BASIC RESEARCH IN CARDIOLOGY,0300-8428,5.723,5.800,1.707
664,Neurotherapeutics,1933-7213,5.719,6.026,1.872
665,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,1569-1705,5.716,5.961,1.311
666,ACS Sensors,2379-3694,5.711,5.711,1.316
667,MICROCHIMICA ACTA,0026-3672,5.705,4.938,0.614
668,Circulation-Heart Failure,1941-3289,5.684,6.919,3.004
668,Epidemiology and Psychiatric Sciences,2045-7960,5.684,4.565,1.604
668,Epidemiology and Psychiatric Sciences,2045-7960,5.684,4.565,1.604
671,World Allergy Organization Journal,1939-4551,5.676,Not Available,Not Available
672,SENSORS AND ACTUATORS B-CHEMICAL,0925-4005,5.667,5.118,0.787
672,Solid State Physics,0081-1947,5.667,5.083,1.421
674,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8436,5.666,7.192,2.951
675,Circulation-Cardiovascular Genetics,1942-325X,5.664,5.162,2.123
676,Molecular Therapy-Nucleic Acids,2162-2531,5.660,5.882,1.714
677,GONDWANA RESEARCH,1342-937X,5.657,7.177,2.085
678,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,1040-8436,5.656,5.739,1.481
679,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,0960-7692,5.654,4.760,1.455
680,JOURNAL OF CLEANER PRODUCTION,0959-6526,5.651,6.352,0.815
681,Current Opinion in Virology,1879-6257,5.644,5.376,1.975
682,Cell Death & Disease,2041-4889,5.638,6.187,1.631
683,Forensic Science International-Genetics,1872-4973,5.637,4.722,0.821
684,Advances in Virus Research,0065-3527,5.636,4.809,1.609
685,Advanced Healthcare Materials,2192-2640,5.609,5.849,1.369
686,JOURNAL OF ECONOMIC PERSPECTIVES,0895-3309,5.607,9.027,7.197
687,FASEB JOURNAL,0892-6638,5.595,5.337,1.732
687,Journal of Molecular Cell Biology,1674-2788,5.595,6.825,2.217
689,Cell Chemical Biology,2451-9448,5.592,5.592,2.847
690,STEM CELLS,1066-5099,5.587,6.174,1.908
691,EXPERIMENTAL AND MOLECULAR MEDICINE,1226-3613,5.584,5.349,1.464
692,Journal of Clinical Medicine,2077-0383,5.583,Not Available,Not Available
693,ADDICTION BIOLOGY,1355-6215,5.578,4.676,1.434
694,ASTRONOMY & ASTROPHYSICS,1432-0746,5.565,4.902,1.643
695,JOURNAL OF GASTROENTEROLOGY,0944-1174,5.561,4.555,1.258
696,PAIN,0304-3959,5.559,6.062,1.920
697,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,0360-3016,5.554,5.119,1.508
698,Expert Opinion on Drug Delivery,1742-5247,5.553,5.633,1.128
699,ASTROPHYSICAL JOURNAL,0004-637X,5.551,5.402,1.755
700,ACM COMPUTING SURVEYS,0360-0300,5.550,8.012,2.601
701,International Journal of Behavioral Nutrition and Physical Activity,1479-5868,5.548,6.214,1.949
702,Progress in Optics,0079-6638,5.545,4.308,1.928
703,JOURNAL OF HIGH ENERGY PHYSICS,1029-8479,5.541,4.807,1.158
704,PLoS Genetics,1553-7404,5.540,6.685,3.329
705,Topics in Current Chemistry,2365-0869,5.537,4.643,1.494
706,Ocular Surface,1542-0124,5.530,5.667,1.623
707,PERSONNEL PSYCHOLOGY,0031-5826,5.523,7.353,3.454
708,PEDIATRICS,0031-4005,5.515,6.442,2.459
709,Frontiers in Immunology,1664-3224,5.511,6.059,1.897
710,ATMOSPHERIC CHEMISTRY AND PHYSICS,1680-7316,5.509,5.689,1.694
711,Journal of CO2 Utilization,2212-9820,5.503,6.141,0.999
711,OncoImmunology,2162-402X,5.503,5.935,1.558
713,INTERNATIONAL JOURNAL OF PLASTICITY,0749-6419,5.502,6.111,1.629
714,CELLULAR PHYSIOLOGY AND BIOCHEMISTRY,1015-8987,5.500,4.354,0.621
715,Biotechnology for Biofuels,1754-6834,5.497,6.661,1.583
716,CLINICAL NUTRITION,0261-5614,5.496,5.526,1.496
717,VALUE IN HEALTH,1098-3015,5.494,5.635,1.934
717,VALUE IN HEALTH,1098-3015,5.494,5.635,1.934
719,FUNCTIONAL ECOLOGY,0269-8463,5.491,5.657,2.007
720,STRATEGIC MANAGEMENT JOURNAL,0143-2095,5.482,7.480,3.109
721,BIOINFORMATICS,1367-4803,5.481,8.561,3.979
722,JOURNAL OF RETAILING,0022-4359,5.480,5.530,1.411
723,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,1093-9687,5.475,4.663,1.089
723,PSYCHOLOGICAL MEDICINE,0033-2917,5.475,5.960,2.188
723,PSYCHOLOGICAL MEDICINE,0033-2917,5.475,5.960,2.188
726,Advanced Electronic Materials,2199-160X,5.466,5.466,1.555
727,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,1097-6647,5.457,6.307,1.944
728,Organic Chemistry Frontiers,2052-4129,5.455,5.190,1.313
729,OSTEOARTHRITIS AND CARTILAGE,1063-4584,5.454,5.800,1.666
730,INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,0891-5520,5.449,4.237,1.556
731,BRITISH JOURNAL OF SURGERY,0007-1323,5.433,6.051,2.076
732,ANAESTHESIA,0003-2409,5.431,4.539,0.997
733,CEMENT AND CONCRETE RESEARCH,0008-8846,5.430,5.703,1.448
733,IEEE Transactions on Industrial Informatics,1551-3203,5.430,7.227,1.801
733,MIS QUARTERLY,0276-7783,5.430,11.038,3.262
733,MIS QUARTERLY,0276-7783,5.430,11.038,3.262
737,NEUROIMAGE,1053-8119,5.426,7.079,2.312
738,HEART,1355-6037,5.420,5.396,2.106
739,DNA RESEARCH,1340-2838,5.415,5.525,1.715
739,Global Change Biology Bioenergy,1757-1693,5.415,5.788,1.522
