Journalÿof the European Economic Association,2010-2016 (FULL)
Journalÿof the European Economic Association,2016-2020 (FULL)
Journalÿof the History of Economic Thought,1979-2020
Journalÿof the Japanese and International Economies,1987-2020 (FULL)
Journalÿof the Knowledge Economy,2010-2020 (FULL)
Journalÿof the New Economic Association,2009-2020
Journalÿof the Northeastern Agricultural Economics Council,1972-1984
Journalÿof the Operational Research Society,1998-2017
Journalÿof Theoretical Politics,1989-2020
Journalÿof the Royal Statistical Society Series A,1988-2020
Journalÿof the Royal Statistical Society Series B,1997-2020
Journalÿof the Royal Statistical Society Series C,1952-2020
Journalÿof the Transportation Research Forum,2004-2017
Journalÿof Time Series Analysis,1980-2020
Journalÿof Time Series Econometrics,2009-2020 (FULL)
Journalÿof Tourism Challenges and Trends,2008-2009 (FULL)
Journalÿof Tourism Management Research,2014-2019 (FULL)
Journalÿof Tourismology,2018-2020
TheÿJournalÿof Transport and Land Use,2008-2014 (FULL)
Journalÿof Transport Economics and Policy,2001-2016
Journalÿof Transport Geography,2008-2020
Journalÿof Trust Research,2010-2020 (FULL)
Journalÿof Urban Design,2011-2020
Journalÿof Urban Economics,1974-2020 (FULL)
Journalÿof Urbanism: International Research on Placemaking and Urban Sustainability,2013-2020
Journalÿof Urban Technology,2012-2020
Journalÿof Wine Economics,2006-2020 (FULL)
Journalÿof Women s Entrepreneurship and Education,2009-2014
Journalÿof World Business,1997-2020
?????? ????????????? ?????????? ?????????????? ????????????. ?????: ?????????? ????? THEÿJOURNALÿOF ZHYTOMYR STATE TECHNOLOGICAL UNIVERSITY. SERIES: ECONOMICS,2005-2018
JOURNALÿSTUDIA UNIVERSITATIS BABES-BOLYAI NEGOTIA,2005-2018
Judgmentÿand Decision Making,2006-2020 (FULL)
"JUNGEÿUNTERNEHMEN: Fakten, Analysen, Perspektiven",2014-2019 (FULL)
JuniorÿScientific Researcher,2016-2020
JuniperÿOnline Journal of Public Health,2017-2017 (FULL)
JuridicalÿTribune Tribuna Juridica),2011-2020 (FULL)
JurnalÿAkuntansi dan Auditing Indonesia,1997-2020 (FULL)
JurnalÿAplikasi Bisnis,2017-2017
JurnalÿEkonomi dan Keuangan Islam,2019-2019
JurnalÿSiasat Bisnis,2019-2019
Jurnalulÿde Studii Juridice,2009-2017 (FULL)
,
,
,
,
Journal,Coverage
KardanÿJournal of Economics and Management Sciences,2018-2018 (FULL)
KASBITÿBusiness Journals KBJ),2008-2018
KDI Journalÿof Economic Policy,2015-2020
KnowledgeÿHorizons - Economics,2009-2017 (FULL)
KobeÿEconomic & Business Review,1953-2010
KOF Analysen,2007-2020 (FULL)
Konjunkturÿaktuell,2013-2020 (FULL)
Applied Economics Quarterly formerly:ÿKonjunkturpolitik),2006-2013
Applied Economics Quarterly formerly:ÿKonjunkturpolitik),2014-2019
KoreanÿEconomic Review,1985-2020 (FULL)
K”zgazdas giÿSzemle Economic Review - monthly of the Hungarian Academy of Sciences),1995-2020
KurdishÿStudies,2013-2019 (FULL)
Kyklos,1969-2020
,
,
,
,
Journal,Coverage
LaborÿMarket Trends,2012-2012
LABOUR,1997-2020
LabourÿEconomics,1993-2020 (FULL)
LahoreÿJournal of Economics,2003-2015
Land,2012-2020 (FULL)
LandÿEconomics,1948-2020
LandÿUse and Water Resources Research,2001-2008 (FULL)
LandscapeÿHistory,2010-2020
LandscapeÿResearch,2011-2020
LatinÿAmerican Economic Review,2014-2019
LatinÿAmerican Journal of Economics-formerly Cuadernos de Econom¡a,1963-2016 (FULL)
TheÿLaw andÿDevelopment Review,2008-2020 (FULL)
"Law,ÿSociety & Organisations",2016-2020 (FULL)
Laws,2011-2020 (FULL)
Leasingÿ- Wissenschaft & Praxis,2003-2012 (FULL)
Lecturasÿde Econom¡a,1980-2020
La Lettreÿdu CEPII,1995-2020
Lettersÿin Spatial and Resource Sciences,2008-2020 (FULL)
Liber8ÿEconomic Information Newsletter,2007-2012
LifetimeÿData Analysis: An International Journal Devoted to Statistical Methods and Applications for Time-to-Event Data,2016-2020
L industria,1997-2020
LivingÿReviews in European Governance LREG),
LocalÿEconomy,1986-2020
LocalÿGovernment Studies,2014-2020
LOGIÿ? Scientific Journal on Transport and Logistics,2017-2020
Logisticsÿ& Sustainable Transport,2014-2020
Logisztikaÿ- Informatika - Menedzsment,2016-2018
LogosÿUniversalitate Mentalitate Educatie Noutate - Sectiunea Drept Logos Universality Mentality Education Novelty - Section: Law,2011-2018 (FULL)
LogosÿUniversalitate Mentalitate Educatie Noutate - Sectiunea Filosofie si Stiinte umaniste Logos Universality Mentality Education Novelty - Section: Philosophy and Humanistic Sciences,2011-2017 (FULL)
LogosÿUniversalitate Mentalitate Educatie Noutate - Sectiunea Stiinte Economice si Administrative Logos Universality Mentality Education Novelty - Section: Economical and Administrative Sciences,2011-2018 (FULL)
LogosÿUniversalitate Mentalitate Educatie Noutate - Sectiunea Stiinte Politice si Studii Europene Logos Universality Mentality Education Novelty - Section: Political Sciences and European Studies,2011-2017 (FULL)
LogosÿUniversalitate Mentalitate Educatie Noutate - Sectiunea Stiinte Sociale Logos Universality Mentality Education Novelty - Section: Social Sciences,2011-2018 (FULL)
LUMENÿProceedings,2017-2017
"L£mina.ÿRevista iberoamericana de Contabilidad, Administraci¢n y Econom¡a",1996-2019
,
,
,
,
Journal,Coverage
MacroÿBulletin,2013-2019
MacroeconomicÿDynamics,1997-2020 (FULL)
Macroeconomicsÿand Finance in Emerging Market Economies,2008-2020
MacroprudentialÿBulletin,2016-2020
MainÿStreet Economist,1999-2014
MalaysianÿE Commerce Journal MECJ),2017-2020 (FULL)
Man andÿthe Economy,2014-2020 (FULL)
Management,2006-2019 (FULL)
Management,2014-2016
Managementÿand Economics Review,2016-2020 (FULL)
Managementÿand Labour Studies,1999-2020
Managementÿ& Marketing,2006-2014 (FULL)
Managementÿ& Marketing,2015-2020
Managementÿand Marketing Journal,2004-2020
Managementÿand Organizational Studies,2017-2017
Managementÿand Organization Review,2004-2006 (FULL)
Managementÿand Organization Review,2006-2014 (FULL)
Managementÿand Organization Review,2005-2020 (FULL)
MANAGEMENTÿCONTROL,2011-2020 (FULL)
ManagementÿDynamics in the Knowledge Economy Journal,2013-2018 (FULL)
ManagementÿIntercultural,2012-2020
ManagementÿInternational Review,2006-2020
Managementÿof Organizations: Systematic Research,2017-2020
Managementÿof Sustainable Development,2013-2019
ManagementÿResearch and Practice,2009-2019 (FULL)
ManagementÿResearch Review,2009-2020
ManagementÿReview Quarterly,2016-2020
managementÿrevue. Socio-economic Studies,2004-2016
?????????????? ?????ÿManagementÿScience,2015-2020
ManagementÿScience,1954-2020 (FULL)
ManagementÿSciences. Nauki o Zarz?dzaniu,2018-2019
ManagementÿStrategies Journal,2012-2018
ManagerÿJournal,2007-2020
Managerialÿand Decision Economics,1980-2020
ManagerialÿAuditing Journal,2007-2020
ManagerialÿEconomics,2007-2020
ManagerialÿFinance,2007-2020
Management,2012-2020
managementÿrevue - Socio-Economic Studies,2004-2020
ManagingÿGlobal Transitions,2003-2019 (FULL)
ManchesterÿSchool,1930-2020 (FULL)
TheÿManchesterÿSchool of Economic & Social Studies,1953-1998
Manufacturingÿ& Service Operations Management,1999-2020 (FULL)
Marathon,2011-2017
Margin:ÿThe Journal of Applied Economic Research,2007-2020
MarineÿPolicy,1977-2016 (FULL)
MarineÿResource Economics,2014-2020
MaritimeÿEconomics & Logistics,1999-2020
MaritimeÿPolicy & Management,1997-2020
Markenbrand:ÿDie Strategiequelle - Zeitschrift fr Markenstrategie,2012-2018
Marketingÿ? from Information to Decision Journal,2018-2019 (FULL)
GfKÿMarketingÿIntelligence Review,2009-2018
MarketingÿLetters,2003-2020
Marketingÿof Scientific and Research Organizations,2015-2020
MarketingÿScience,1982-2020 (FULL)
MarshallÿStudies Bulletin,2012-2012
MathematicalÿEconomics Letters,2013-2014 (FULL)
MathematicalÿFinance,1991-2020
MathematicalÿMethods of Operations Research,1997-2020
MathematicalÿPopulation Studies,1996-2020
MathematicalÿSocial Sciences,1980-2020 (FULL)
Mathematicsÿand Computers in Simulation MATCOM),1958-2021
Mathematicsÿof Operations Research,1976-2020 (FULL)
MathematischeÿNachrichten,2015-2020
MECOSAN.ÿMenagement e economia sanitaria,2014-2020
Mediaÿand Communication,2013-2020 (FULL)
MeditariÿAccountancy Research,2012-2020
MediterraneanÿJournal of Social Sciences,2017-2019
European Journal of Social Sciences,2018-2020
Medzinarodneÿvztahy Journal of International Relations),2004-2020 (FULL)
MERCATIÿE COMPETITIVIT,2004-2019
MercatoÿConcorrenza Regole,1999-2020
Metrika:ÿInternational Journal for Theoretical and Applied Statistics,1958-2020 (FULL)
Metroeconomica,1994-2020
Metronÿ- International Journal of Statistics,1999-2011
METRON,2012-2020
Remef - RevistaÿMexicanaÿde Econom¡a y Finanzas Nueva poca REMEF The Mexican Journal of Economics and Finance),2002-2020
Microÿ& Macro Marketing,1997-2020
MiddleÿEast Development Journal,2014-2019
MidstateÿEconomic Indicators,2007-2010
MiddleÿEast Development Journal MEDJ),2009-2013 (FULL)
MidwestÿEconomist,2011-2014
MigrationÿLetters,2004-2019 (FULL)
MillennialÿAsia,2010-2020
Mindÿ& Society: Cognitive Studies in Economics and Social Sciences,2000-2020
MineralÿEconomics,2011-2020
Gospodarka SurowcamiÿMineralnymiÿMineral Resources Management,2012-2017
MiscellaneaÿGeographica. Regional Studies on Development,1984-2020 (FULL)
Mitigationÿand Adaptation Strategies for Global Change,1996-2020 (FULL)
Mitteilungenÿaus der Arbeitsmarkt- und Berufsforschung,1970-2003
MNB Bulletinÿdiscontinued),2006-2014 (FULL)
MNB ConferenceÿVolume,2007-2007 (FULL)
MNB Handbook,2016-2017 (FULL)
Mobilities,2012-2020
ModernÿEconomic Studies,2018-2019 (FULL)
WIFOÿMonatsberichteÿmonthly reports),1927-2020 (FULL)
Mondesÿen d‚veloppement,2001-2020
Monetaÿe Credito,1967-2020
Monetaria,2000-2018
Journal ofÿMonetaryÿand Banking Research ??????? ????????? ????-?????),2009-2020
Monetaryÿand Economic Studies,1988-2019
MonetaryÿTrends,1998-2009
MoneyÿAffairs,2000-2011
Monitoringÿof Russia s Economic Outlook. Trends and Challenges of Socio-Economic Development,2015-2020
Monitoringÿof Russia s Economic Outlook. Trends and Challenges of Socio-Economic Development In Russian),2015-2020 (FULL)
MonteÿCarlo Methods and Applications,1995-2020 (FULL)
MontenegrinÿJournal of Economics,2005-2020 (FULL)
MonthlyÿMarketing Review,1937-1944
MultinationalÿFinance Journal,1997-2019 (FULL)
,
,
,
,
Journal,Coverage
NachhaltigkeitsManagementForumÿ| Sustainability Management Forum,2016-2020
Naga,1986-2006
NangÿYan Business Journal,2014-2018 (FULL)
NankaiÿBusiness Review International,2010-2020 (FULL)
Na?eÿgospodarstvo Our economy,2015-2020
NationalÿEconomic Trends,1997-2009
NationalÿInstitute Economic Review,1959-2018
NationalÿStrategies Observer NOS),2015-2015 (FULL)
NationalÿTax Journal,1988-2020
NaturalÿHazards: Journal of the International Society for the Prevention and Mitigation of Natural Hazards,1997-2020
NaturalÿResources Forum,1976-2020
Nauchniÿtrudove,2004-2020
Financial Sciences.ÿNaukiÿo Finansach,2018-2020
Management Sciences.ÿNaukiÿo Zarz?dzaniu,2018-2019
NBERÿInternational Seminar on Macroeconomics,2010-2013
NBERÿMacroeconomics Annual,2012-2020
NebraskaÿEconomist,2011-2015
Netnomics,1999-2019
NetworkÿIntelligence Studies,2013-2020
NetworkÿScience,2013-2020 (FULL)
Networksÿand Spatial Economics,2006-2020
Netzwirtschaftenÿ& Recht,2010-2010
New Economy,1994-1997
New EnglandÿBanking Trends,1993-2000 (FULL)
New EnglandÿCommunity Developments,2005-2012 (FULL)
New EnglandÿEconomic Indicators,1985-2011
New EnglandÿEconomic Review,1986-2004
New EnglandÿPublic Policy Center Conference Report,2005-2007 (FULL)
New EnglandÿPublic Policy Center Policy Brief,2005-2013 (FULL)
New GlobalÿStudies,2007-2020 (FULL)
New Mathematicsÿand Natural Computation NMNC),2005-2020 (FULL)
New PoliticalÿEconomy,2012-2020
New Trendsÿin Modelling and Economic Forecast MEF 2011),2012-2012 (FULL)
New ZealandÿEconomic Papers,1997-2020
NigerianÿAgricultural Policy Research Journal NAPReJ),2016-2016 (FULL)
NigerianÿJournal of Agricultural Economics,2011-2019 (FULL)
NigerianÿJournal of Rural Sociology,2010-2018
NISPAceeÿJournal of Public Administration and Policy,2009-2020
NobleÿInternational Journal of Business and Management Research,2017-2020 (FULL)
NobleÿInternational Journal of Economics and Financial Research,2016-2020 (FULL)
NobleÿInternational Journal of Scientific Research,2017-2020 (FULL)
NobleÿInternational Journal of Social Sciences Research,2016-2020 (FULL)
N¢esis.ÿRevista de Ciencias Sociales y Humanidades,2012-2019
NonpartisanÿEducation Review,2005-2020 (FULL)
NonprofitÿPolicy Forum,2010-2020 (FULL)
NordicÿJournal of Political Economy,1995-2016
NordicÿTax Journal,2014-2019
NorthÿAmerican Actuarial Journal,1997-2020 (FULL)
TheÿNorthÿAmerican Journal of Economics and Finance,1992-2020
NorthÿAmerican Review of Economics and Finance,1990-1991 (FULL)
NorthÿCaucasus Legal Vestnik,2019-2019
NorthÿEconomic Review,2017-2017 (FULL)
TheÿNortheastÿAsian Economic Review,2013-2019 (FULL)
NortheasternÿJournal of Agricultural and Resource Economics,1984-1992
Notasÿde Investigaci¢n Journal Econom¡a Chilena The Chilean Economy),2001-2019
Notasÿde Poblaci¢n,1973-2020
NotasÿEcon¢micas,2002-2020
NotasÿT‚cnicas,2013-2018
"Notitiaÿ- journal for economic, business and social issues",2015-2019 (FULL)
NovaÿEconomia,1990-2019 (FULL)
NRB EconomicÿReview,1987-2015
NuclearÿLaw Bulletin,2005-2020
Econom¡a MexicanaÿNUEVAÿPOCA,1992-2013
,
,
,
,
Journal,Coverage
Observatorioÿde la Econom¡a Latinoamericana,2003-2020 (FULL)
Observatorioÿde la Econom¡a y la Sociedad China,2007-2011
ObservatorioÿIberoamericano de la Econom¡a y la Sociedad del Jap¢n,2007-2019
ObservatorioÿIberoamericano del Desarrollo Local y la Econom¡a Social,2007-2019 (FULL)
OECDÿEconomic Studies,2003-2007
OECDÿJournal: Competition Law and Policy,2002-2011
OECDÿJournal: Economic Studies,2008-2017
OECDÿJournal: Financial Market Trends,2008-2017
OECDÿJournal: General Papers,2008-2012
OECDÿJournal: Journal of Business Cycle Measurement and Analysis,2009-2016 (FULL)
OECDÿJournal on Budgeting,2001-2020 (FULL)
OECDÿJournal on Development,2002-2010
OECDÿPapers,2005-2008
OEconomia,2011-2013
OeconomiaÿCopernicana,2010-2020 (FULL)
Oeconomicsÿof Knowledge,2009-2015 (FULL)
OeconomiaÿCopernicana,2010-2015
"OikosÿPolis , Revista Latinoamericana de Ciencias Econ¢micas y Sociales RLCES)",2016-2020 (FULL)
OklahomaÿEconomist,2011-2014
OLSZTYNÿECONOMIC JOURNAL,2014-2020
Omega,1973-2021 (FULL)
OPECÿEnergy Review,2003-2017
OpenÿEconomics,2016-2020 (FULL)
OpenÿEconomies Review,1990-2020
TheÿOpenÿStatistics and Probability Journal,2017-2018
OperationalÿResearch,2016-2020
OperationsÿManagement Research,2016-2020
OperationsÿResearch,1952-2020 (FULL)
OperationsÿResearch and Decisions,2003-2020
OperationsÿResearch Perspectives,2014-2019 (FULL)
OPSEARCH,2016-2020
OradeaÿJournal of Business and Economics,2016-2020 (FULL)
ORDO.ÿJahrbuch fr die Ordnung von Wirtschaft und Gesellschaft,1999-2020
Organizacija,2008-2020
Organiza‡?esÿRurais e Agroindustriais Rural and Agro-Industrial Organizations,2000-2018
OrganizationÿScience,1990-2020 (FULL)
OrganizationalÿBehavior and Human Decision Processes,1985-2020
Organizationsÿand Markets in Emerging Economies,2010-2019 (FULL)
"Organization,ÿTechnology and Management in Construction",2016-2020
OR Spectrum:ÿQuantitative Approaches in Management,2016-2020
"Outlinesÿof global transformations: politics, economics, law",2014-2020
"OvidiusÿUniversity Annals, Economic Sciences Series",2009-2020
OxfordÿBulletin of Economics and Statistics,1969-2020
OxfordÿDevelopment Studies,1997-2020
OxfordÿEconomic Papers,1938-2020
OxfordÿReview of Economic Policy,1985-2020 (FULL)
,
,
,
,
Journal,Coverage
PacificÿEconomic Bulletin,
PacificÿEconomic Review,2005-2020
Pacific-BasinÿFinance Journal,1993-2020 (FULL)
PageÿOne Economics Newsletter,2012-2020 (FULL)
TheÿPakistanÿDevelopment Review,1961-2020
PakistanÿJournal of Applied Economics,1982-2019
PalgraveÿCommunications,2015-2020
"Pand‚micaÿo Zeleste, Revista de Ciencias, Artes y Literatura",2013-2013
Panoeconomicus,2006-2017
Ravista Raites antesÿPanoramaÿAdministrativo Journal,2006-2015 (FULL)
PanoramaÿEcon¢mico,2005-2019
Papelesÿde Europa,2010-2019
Papersÿin Regional Science,1999-2004
Papersÿin Regional Science,1955-2020
Papersÿon Global Change IGBP,2010-2017
Traektoriƒ NaukiÿPathÿof Science,2015-2020
TheÿPatient:ÿPatient-Centered Outcomes Research,2008-2020 (FULL)
PaymentsÿSystem Research Briefing,2004-2020
PCEDÿPolicy Notes,
"PeaceÿEconomics, Peace Science, and Public Policy",1999-2020
IlÿPensieroÿEconomico Italiano,2003-2016
Perfilÿde Coyuntura Econ¢mica,2003-2015
PerspectiveÿAfrique,2005-2014 (FULL)
Perspectivesÿof Innovation in Economics and Business PIEB),2009-2016
"Perspectivesÿof Innovations, Economics and Business PIEB)",2009-2012
Perspectivesÿof Law and Public Administration,2012-2019 (FULL)
Perspektivenÿder Wirtschaftspolitik,2000-2013
Perspektivenÿder Wirtschaftspolitik,2000-2020
Pesquisaÿe Planejamento Econ“mico - PPE,2012-2013
PharmacoEconomics,1997-2020
PharmacoEconomicsÿ- Open,2017-2020 (FULL)
PhilippineÿJournal of Development,1981-2018
PhilippineÿReview of Economics,1964-2019
PhysicaÿA: Statistical Mechanics and its Applications,1975-2021
PIDE-EconomicÿDigest,1960-1960
PlanningÿPerspectives,2013-2020
PlanningÿPractice & Research,2011-2020
PlanningÿTheory & Practice,2012-2020
PolicyÿBrief Series,2005-2019
PolicyÿDiscussion Papers,2000-2010 (FULL)
PolicyÿSciences,1987-2020
PolishÿJournal of Management Studies,2007-2016 (FULL)
PolishÿJournal of Sport and Tourism,2011-2020
PoliticaÿAgricola Internazionale - International Agricultural Policy,2012-2015
Politicaÿeconomica,1997-2020
PoliticalÿAnalysis,1999-2020
PoliticalÿScience Research and Methods,2013-2020 (FULL)
PoliticalÿStudies,1963-2015
PoliticalÿStudies Review,2003-2015 (FULL)
Politick ÿekonomie,1997-2020
"Politics,ÿPhilosophy & Economics",2002-2020
Politicsÿand Governance,2013-2020
Politicsÿ& Society,1970-2020 (FULL)
Politiquesÿet gestion de l enseignement sup‚rieur,2002-2008
Populationÿenglish edition),2015-2019
Populationÿfrench edition),2001-2020
Populationÿand Development Review,1999-2020
Populationÿand Economics,2017-2020
PopulationÿResearch and Policy Review,1988-2020
PopulationÿStudies,1988-2020
PortugueseÿEconomic Journal,2002-2020
PortugueseÿJournal of Management Studies,1993-2019
Poslovnaÿizvrsnost Business Excellence,2016-2018
Post-CommunistÿEconomies,1997-2020
PostmodernÿOpenings,2010-2018 (FULL)
Praceÿi Materia?y,2011-2012
SEA -ÿPracticalÿApplication of Science,2013-2020
PragueÿEconomic Papers,1996-2020
PRISMAÿEconomia - Societ - Lavoro,2009-2019
PrizrenÿSocial Science Journal,2017-2020
Problemsÿof Agricultural Economics Zagadnienia Ekonomiki Rolnej,2010-2019
Problemsÿof Economic Transition,1958-2019
TheÿProblemsÿof Economy,2009-2016
"???????? ?????? ?? ??????????? ??????????????? ??????, ???????? ? ???????ÿProblemsÿof Theory and Methodology of Accounting, Control and Analysis",2006-2018
Problemsÿof World Agriculture Problemy Rolnictwa ?wiatowego,2007-2020
ProblemyÿZarzadzania,2011-2019
Proceedings,1980-2008
Proceedings,1984-1984
Proceedings,1988-2006
Proceedings,1991-2006
Proceedings,1994-1994
Proceedings,1988-1990
Proceedings,1975-2013
Proceedings,1985-1996
Proceedings:ÿCommunity Affairs Dept. Conferences,2006-2006
Proceedingsÿ- Economic Policy Symposium - Jackson Hole,1982-2019
Proceedingsÿƒ?? Payments System Research Conferences,2005-2012
Proceedingsÿƒ?? Rural and Agricultural Conferences,1978-2010
Proceedingsÿof Administration and Public Management International Conference,2010-2017
Proceedingsÿof the Centre for Economic History Research,2016-2019
Proceedingsÿof the International Conference Investments and Economic Recovery,2011-2011
Proceedingsÿof the International Conference on Business Excellence,2017-2020
Proceedingsÿof the INTERNATIONAL MANAGEMENT CONFERENCE,2012-2019
ProceedingsÿRCE 2017,2017-2017
Productionÿand Operations Management,2006-2020
ProfessionalÿAgricultural Workers Journal PAWJ),2013-2019
Profitwise,2003-2019
Programaÿde Investigacion de Economia del Conocimiento,2010-2010
Progressÿin Development Studies,2001-2020
Prometheus,1997-2017
Prosperitas,2014-2019
Spatial EconomicsÿProstranstvennayaÿEkonomika,2005-2020
ProyectaÿArt¡culos Sobre Econom¡a),2010-2014
Przedsi?biorczo??ÿi Zarz?dzanie Entrepreneurship and Management),2014-2015
PSL QuarterlyÿReview,2008-2020
Psychologyÿand Developing Societies,1989-2020
Psychometrika,1936-2020 (FULL)
PublicÿAdministration,2012-2012
PublicÿAdministration & Development,2010-2020
PublicÿAdministration and Reginal Studies,2013-2016
Publicÿadministration issues,2007-2020
PublicÿBudgeting & Finance,1998-2020
PublicÿChoice,1966-2020
PublicÿFinance Finances publiques,1969-2008
PublicÿFinance Quarterly,2010-2020
PublicÿFinance Review,1973-2020
PublicÿManagement Review,2001-2016
PublicÿManagement Review,2008-2020
PublicÿMoney & Management,2002-2008
PublicÿMoney & Management,1997-2020
PublicÿOrganization Review,2004-2020
PublicÿPolicy Brief,2004-2013
PublicÿPolicy Review,2005-2013 (FULL)
PublicÿPolicy Review,2005-2020
PublicÿSector Economics,2017-2020
PublicÿTransport,2016-2020
Publius:ÿThe Journal of Federalism,2002-2020
PureÿMathematics and Applications,1990-2005 (FULL)
,
,
,
,
Journal,Coverage
QA -ÿRivista dell Associazione Rossi-Doria,2002-2014 (FULL)
QUADERNIÿDI ECONOMIA DEL LAVORO,2000-2019
QuaestionesÿGeographicae,2010-2020
QuaestusÿMultidisciplinary Research Journal,2012-2013 (FULL)
QualitativeÿResearch in Accounting & Management,2007-2020
QualitativeÿResearch in Financial Markets,2009-2020 (FULL)
Qualityÿ& Quantity: International Journal of Methodology,1967-2020 (FULL)
QualityÿInnovation Prosperity,2010-2015
Quantile,2006-2019 (FULL)
QuantitativeÿEconomics,2010-2013 (FULL)
QuantitativeÿEconomics,2014-2020 (FULL)
QuantitativeÿFinance,2001-2020
QuantitativeÿMarketing and Economics QME),2003-2020
Bank of EnglandÿQuarterlyÿBulletin,2009-2019
QuarterlyÿBulletin Articles,2003-2020
QuarterlyÿDebt Monitor,2016-2016 (FULL)
QuarterlyÿEconomic Commentary: Special Articles,1969-2020 (FULL)
QuarterlyÿJournal of Applied Theories of Economics,2015-2020
QuarterlyÿJournal of Business Studies,2015-2016 (FULL)
QuarterlyÿJournal of Econometrics Research,2015-2018 (FULL)
Vierteljahrshefte zur WirtschaftsforschungÿQuarterlyÿJournal of Economic Research,1995-2020
TheÿQuarterlyÿJournal of Economics,1886-2020
QuarterlyÿJournal of Finance QJF),2011-2020
QuarterlyÿJournal of International Agriculture,2010-2015
QuarterlyÿJournal of Political Science,2006-2020 (FULL)
QuarterlyÿReport on the Euro Area QREA),2012-2020
QuarterlyÿReview,1977-2020
QuarterlyÿReview,1963-1994
TheÿQuarterlyÿReview of Economics and Finance,1993-2020
QueueingÿSystems: Theory and Applications,2016-2020
,
,
,
,
Journal,Coverage
RAC -ÿRevista de Administra‡?o Contemporƒnea Journal of Contemporary Administration),1997-2021 (FULL)
RAE -ÿRevista de Administra‡?o de Empresas,1961-2019
RAISÿJournal for Social Sciences,2017-2020
RANDÿJournal of Economics,1984-2005 (FULL)
RANDÿJournal of Economics,2006-2020 (FULL)
Rationalityÿand Society,1989-2020 (FULL)
"Rationality,ÿMarkets and Morals",2009-2015
RavistaÿRaites antes Panorama Administrativo Journal,2006-2015 (FULL)
RBA BulletinÿPrint copy discontinued),2010-2017
RealÿEstate Economics,1973-2020 (FULL)
RealÿEstate Management and Valuation,2013-2020
RechercheÿTransports S‚curit‚,2011-2015
Recherchesÿ‚conomiques de Louvain,2001-2014
"Reconectÿ- Electronic Journal of Social, Environmental and Cultural Studies",2009-2011 (FULL)
Refletsÿet perspectives de la vie ‚conomique,2001-2020
REGION,2014-2018
TheÿRegion,1988-2012
RegionÿDirect,2014-2014
JournalÿRegion:ÿEconomics and Sociology,2001-2015
Regionÿet Developpement,2002-2020
Regionalÿand Sectoral Economic Studies,2001-2020 (FULL)
Regionalÿand Urban Economics,1971-1974 (FULL)
RegionalÿEconomic Development,2005-2010
RegionalÿEconomic Digest,1990-1999 (FULL)
TheÿRegionalÿEconomist,1993-2020 (FULL)
"RegionalÿEconomy and Sustainable Development, Conference Proceedings 2017",2018-2018
TheÿRegionalÿEconomy of Upstate New York,2000-2005
RegionalÿResearch of Russia,2016-2020
RegionalÿReview,1991-2005 (FULL)
RegionalÿScience Inquiry,2009-2020
RegionalÿScience and Urban Economics,1975-2020 (FULL)
RegionalÿScience Policy & Practice,2008-2020 (FULL)
RegionalÿSpotlight,2015-2019
RegionalÿStudies,1996-2020 (FULL)
"RegionalÿStudies, Regional Science",2018-2019
RegionalÿUpdate,1991-1998
Region ln¡ÿstudia,2007-2013
Rejie,2010-2017
Remefÿ- Revista Mexicana de Econom¡a y Finanzas Nueva poca REMEF The Mexican Journal of Economics and Finance),2002-2020
RemittancesÿReview,2016-2019 (FULL)
Renewableÿand Sustainable Energy Reviews,1997-2020
RenewableÿEnergy,1991-2020 (FULL)
REOESTEÿ- Revista de Economia do Centro-Oeste,2015-2019 (FULL)
Reportÿon Public Finances in EMU,2018-2018
Reports,2017-2020
ResearchÿBrief,2016-2020
ResearchÿBulletin,2004-2020 (FULL)
ResearchÿDigest,2012-2012
ResearchÿEvaluation,1991-2020
Researchÿin Accounting Regulation,2008-2018
Researchÿin Applied Economics,2014-2019
Researchÿin Economics,1997-2020
Researchÿin Economics and Business: Central and Eastern Europe,2009-2019 (FULL)
Researchÿin Higher Education,2016-2020
Researchÿin International Business and Finance,2004-2020
Researchÿin Transportation Economics,2001-2020 (FULL)
Researchÿin World Economy,2010-2017 (FULL)
ResearchÿJournal of Education,2015-2020 (FULL)
"ResearchÿJournal of Politics, Economics and Management",2013-2013 (FULL)
ResearchÿPaper Series,2004-2020 (FULL)
ResearchÿPapers Faculty of Materials Science and Technology Slovak University of Technology,2010-2020
ResearchÿPolicy,1971-2020 (FULL)
ResearchÿRap Special Report,2004-2015
ResearchÿReports,2011-2018
ReserveÿBank of New Zealand Bulletin,1980-2020
Resourceÿand Energy Economics,1993-2020 (FULL)
Resourcesÿand Energy,1978-1992 (FULL)
ResourcesÿPolicy,1974-2020 (FULL)
REVESCO:ÿRevista de estudios cooperativos,2008-2020
Review,1967-2020
Reviewÿof Accounting and Finance,2007-2020
Reviewÿof Accounting Studies,2016-2020
Reviewÿof Advances in Physics Theories and Applications,2014-2015 (FULL)
Reviewÿof African Political Economy,1997-2020
Journal,2011-2020 (FULL)
Reviewÿof Agricultural and Applied Economics RAAE),2013-2019 (FULL)
Reviewÿof Agricultural and Environmental Studies - Revue d Etudes en Agriculture et Environnement,2008-2015 (FULL)
Reviewÿof Agricultural and Environmental Studies - Revue d Etudes en Agriculture et Environnement RAEStud),2008-2016 (FULL)
Reviewÿof Agricultural Economics,1988-2009
"Reviewÿof Agricultural, Food and Environmental Studies",2016-2018
